Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides blank	Peptides clp1_p	Peptides clp1_s	Peptides clp2_p	Peptides clp2_s	Peptides pool_p	Peptides pool_s	Peptides wt_p	Peptides wt_s	Razor + unique peptides blank	Razor + unique peptides clp1_p	Razor + unique peptides clp1_s	Razor + unique peptides clp2_p	Razor + unique peptides clp2_s	Razor + unique peptides pool_p	Razor + unique peptides pool_s	Razor + unique peptides wt_p	Razor + unique peptides wt_s	Unique peptides blank	Unique peptides clp1_p	Unique peptides clp1_s	Unique peptides clp2_p	Unique peptides clp2_s	Unique peptides pool_p	Unique peptides pool_s	Unique peptides wt_p	Unique peptides wt_s	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage blank [%]	Sequence coverage clp1_p [%]	Sequence coverage clp1_s [%]	Sequence coverage clp2_p [%]	Sequence coverage clp2_s [%]	Sequence coverage pool_p [%]	Sequence coverage pool_s [%]	Sequence coverage wt_p [%]	Sequence coverage wt_s [%]	Intensity	Intensity blank	Intensity clp1_p	Intensity clp1_s	Intensity clp2_p	Intensity clp2_s	Intensity pool_p	Intensity pool_s	Intensity wt_p	Intensity wt_s	iBAQ	iBAQ blank	iBAQ clp1_p	iBAQ clp1_s	iBAQ clp2_p	iBAQ clp2_s	iBAQ pool_p	iBAQ pool_s	iBAQ wt_p	iBAQ wt_s	LFQ intensity blank	LFQ intensity clp1_p	LFQ intensity clp1_s	LFQ intensity clp2_p	LFQ intensity clp2_s	LFQ intensity pool_p	LFQ intensity pool_s	LFQ intensity wt_p	LFQ intensity wt_s	MS/MS count blank	MS/MS count clp1_p	MS/MS count clp1_s	MS/MS count clp2_p	MS/MS count clp2_s	MS/MS count pool_p	MS/MS count pool_s	MS/MS count wt_p	MS/MS count wt_s	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
AT1G02700.1	AT1G02700.1	1	1	1	AT1G02700.1 | GATA transcription factor-like protein | Chr1:588367-589232 FORWARD LENGTH=247 | 201606	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	4.9	4.9	4.9	27.455	247	247	1	2	0	3.9041	0	4.9	0	0	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2				10	1390	True	1431	16993;16994	17946;17947	17946		
AT1G02780.1	AT1G02780.1	2	2	2	AT1G02780.1 | Ribosomal protein L19e family protein | Chr1:608120-609391 REVERSE LENGTH=214 | 201606	1	2	2	2	0	1	2	0	2	1	0	1	2	0	1	2	0	2	1	0	1	2	0	1	2	0	2	1	0	1	2	20.1	20.1	20.1	24.606	214	214	1	19	0	17.527	0	12.1	20.1	0	20.1	12.1	0	12.1	20.1	87082000	0	946630	26211000	0	21903000	2815500	0	1410700	33796000	14514000	0	157770	4368500	0	3650500	469240	0	235110	5632600	0	0	537410	0	393850	0	0	0	498430	0	1	7	0	6	1	0	1	7	23				11	3059;8835	True;True	3137;9075	36395;36396;36397;36398;36399;36400;36401;36402;36403;36404;36405;36406;36407;36408;36409;36410;108170;108171;108172	38541;38542;38543;38544;38545;38546;38547;38548;38549;38550;38551;38552;38553;38554;38555;38556;38557;38558;38559;38560;38561;114914;114915;114916	38556;114914		
AT1G02920.1	AT1G02920.1	7	2	2	AT1G02920.1 | glutathione S-transferase 7 | Chr1:658886-659705 REVERSE LENGTH=209 | 201606	1	7	2	2	2	1	3	1	2	1	0	1	6	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	45.9	21.1	21.1	23.598	209	209	1	3	0	5.6684	15.3	3.8	12.4	3.8	8.1	3.8	0	3.8	42.1	24369000	1778700	0	0	0	0	0	0	0	22590000	1874500	136820	0	0	0	0	0	0	0	1737700	0	0	0	0	0	0	0	0	453420	1	0	0	0	0	0	0	0	2	3				12	1253;4869;5528;7997;8444;8468;8577	True;True;False;False;False;False;False	1288;4998;5669;8221;8677;8701;8813	15402;15403;59621;67437;97676;97677;103491;103867;103868;103869;103870;103871;103872;103873;103874;103875;103876;105035;105036;105037	16262;16263;63226;71562;103764;103765;109982;110364;110365;110366;110367;110368;110369;110370;110371;110372;110373;111568;111569;111570	16263;63226;71562;103764;109982;110366;111570		
AT1G02930.2;AT1G02930.1	AT1G02930.2;AT1G02930.1	8;8	8;8	3;3	AT1G02930.2 | glutathione S-transferase 6 | Chr1:661363-662191 REVERSE LENGTH=208 | 201606;AT1G02930.1 | glutathione S-transferase 6 | Chr1:661363-662191 REVERSE LENGTH=208 | 201606	2	8	8	3	1	1	3	1	2	1	0	1	7	1	1	3	1	2	1	0	1	7	0	0	0	0	0	0	0	0	3	52.4	52.4	27.4	23.486	208	208;208	1	20	0	24.505	4.8	3.8	12.5	3.8	8.2	3.8	0	3.8	48.6	229480000	88763	1629600	17812000	4122900	7713000	3493700	0	3241900	191380000	17652000	6828	125360	1370100	317140	593310	268740	0	249380	14721000	0	0	433260	0	218760	0	0	0	3582500	1	1	3	3	2	1	0	2	7	20				13	421;1211;4870;5528;7997;8444;8468;8577	True;True;True;True;True;True;True;True	428;1243;4999;5669;8221;8677;8701;8813	4910;14768;59622;67437;97676;97677;103491;103867;103868;103869;103870;103871;103872;103873;103874;103875;103876;105035;105036;105037	5178;15603;63227;71562;103764;103765;109982;110364;110365;110366;110367;110368;110369;110370;110371;110372;110373;111568;111569;111570	5178;15603;63227;71562;103764;109982;110366;111570		
AT1G03090.2;AT1G03090.1	AT1G03090.2;AT1G03090.1	19;17	19;17	19;17	AT1G03090.2 | methylcrotonyl-CoA carboxylase alpha chain | Chr1:739715-743819 FORWARD LENGTH=734 | 201606;AT1G03090.1 | methylcrotonyl-CoA carboxylase alpha chain | Chr1:739715-743819 FORWARD LENGTH=714 | 201606	2	19	19	19	2	14	7	12	6	3	6	15	9	2	14	7	12	6	3	6	15	9	2	14	7	12	6	3	6	15	9	39.2	39.2	39.2	80.45	734	734;714	1	159	0	112.14	5.6	30.8	16.6	24.9	14.6	5.9	13.4	33.2	19.9	554750000	393810	119670000	66941000	75426000	40169000	5975100	18210000	107670000	120290000	14224000	10098	3068500	1716400	1934000	1030000	153210	466920	2760700	3084500	1022200	3269800	1470000	2685000	1028400	770520	2887300	3447200	1896900	2	37	14	31	11	3	8	39	24	169				14	342;643;693;1529;3438;3821;3957;4174;4741;4933;5414;6624;6771;7914;8081;8217;8290;8388;8518	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	347;657;709;1576;3520;3913;4060;4287;4866;5063;5552;6820;6969;8134;8308;8444;8521;8619;8751	3944;3945;3946;3947;3948;3949;3950;3951;3952;3953;3954;3955;3956;3957;3958;3959;3960;3961;7538;7539;7540;7541;7542;7543;7544;7545;7546;7547;7548;7549;7550;7551;7552;7553;7554;7555;7556;7557;7558;7559;7560;7561;7562;8164;8165;8166;8167;8168;8169;18535;41459;41460;41461;46809;48471;48472;48473;50991;50992;50993;50994;50995;50996;50997;50998;50999;51000;51001;51002;58096;60387;60388;60389;60390;60391;60392;60393;60394;60395;60396;60397;60398;60399;60400;66169;80043;80044;80045;81628;81629;81630;81631;81632;81633;81634;81635;81636;81637;81638;81639;81640;81641;81642;81643;81644;81645;81646;81647;81648;81649;96587;96588;96589;96590;96591;96592;96593;96594;96595;96596;96597;96598;98898;98899;98900;98901;98902;98903;98904;98905;98906;100447;100448;100449;100450;100451;100452;100453;100454;100455;100456;100457;100458;100459;101549;101550;101551;101552;101553;101554;101555;101556;101557;101558;101559;101560;102768;104408;104409	4171;4172;4173;4174;4175;4176;4177;4178;4179;4180;4181;4182;4183;4184;4185;4186;4187;4188;7945;7946;7947;7948;7949;7950;7951;7952;7953;7954;7955;7956;7957;7958;7959;7960;7961;7962;7963;7964;7965;7966;7967;7968;7969;8619;8620;8621;8622;8623;8624;19623;44004;44005;44006;49665;51431;51432;51433;51434;54084;54085;54086;54087;54088;54089;54090;54091;54092;54093;54094;54095;54096;61581;64036;64037;64038;64039;64040;64041;64042;64043;64044;64045;64046;64047;64048;64049;64050;64051;64052;64053;70212;85013;85014;85015;85016;85017;86683;86684;86685;86686;86687;86688;86689;86690;86691;86692;86693;86694;86695;86696;86697;86698;86699;86700;86701;86702;86703;86704;86705;86706;86707;102630;102631;102632;102633;102634;102635;102636;102637;102638;102639;102640;102641;102642;102643;102644;105097;105098;105099;105100;105101;105102;105103;105104;105105;105106;106743;106744;106745;106746;106747;106748;106749;106750;106751;106752;106753;106754;106755;106756;107949;107950;107951;107952;107953;107954;107955;107956;107957;107958;107959;107960;109221;110920;110921	4175;7965;8622;19623;44006;49665;51432;54094;61581;64049;70212;85017;86695;102644;105104;106747;107956;109221;110921		
AT1G03220.1	AT1G03220.1	1	1	1	AT1G03220.1 | Eukaryotic aspartyl protease family protein | Chr1:787143-788444 FORWARD LENGTH=433 | 201606	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	3.2	3.2	3.2	45.717	433	433	1	5	0	3.7785	0	0	3.2	0	3.2	0	0	0	3.2	9672400	0	0	2445300	0	671190	0	0	0	6555900	439650	0	0	111150	0	30509	0	0	0	297990	0	0	0	0	0	0	0	0	118770	0	0	1	0	2	0	0	0	2	5				15	1404	True	1445	17116;17117;17118;17119;17120	18073;18074;18075;18076;18077;18078	18075		
AT1G03680.1	AT1G03680.1	1	1	1	AT1G03680.1 | thioredoxin M-type 1 | Chr1:916990-917865 REVERSE LENGTH=179 | 201606	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	8.9	8.9	8.9	19.664	179	179	1	11	0	5.3987	0	8.9	0	8.9	0	0	8.9	8.9	0	8993700	0	2964000	0	2290500	0	0	885030	2854100	0	817610	0	269460	0	208230	0	0	80457	259460	0	0	0	0	0	0	0	0	128810	0	0	4	0	5	0	0	2	3	0	14				16	5236	True	5372	64273;64274;64275;64276;64277;64278;64279;64280;64281;64282;64283	68226;68227;68228;68229;68230;68231;68232;68233;68234;68235;68236;68237;68238;68239	68229		
AT1G03860.3;AT1G03860.1;AT1G03860.2	AT1G03860.3;AT1G03860.1;AT1G03860.2	11;11;10	11;11;10	7;7;6	AT1G03860.3 | prohibitin 2 | Chr1:979611-981157 REVERSE LENGTH=286 | 201606;AT1G03860.1 | prohibitin 2 | Chr1:979611-981157 REVERSE LENGTH=286 | 201606;AT1G03860.2 | prohibitin 2 | Chr1:979611-980870 REVERSE LENGTH=221 | 201606	3	11	11	7	7	3	11	3	11	7	3	7	11	7	3	11	3	11	7	3	7	11	3	2	7	2	7	4	2	4	7	50.3	50.3	35	31.81	286	286;286;221	1	210	0	178.56	33.2	16.1	50.3	16.1	50.3	29.7	16.1	32.9	50.3	10757000000	16839000	13068000	3255400000	6980700	3531200000	403190000	3364500	73069000	3454200000	768380000	1202800	933430	232530000	498620	252230000	28800000	240320	5219200	246730000	14850000	916100	44509000	404770	52494000	47852000	602650	10677000	46600000	22	9	53	6	57	10	3	18	51	229				17	752;801;961;1679;1760;6477;6857;7723;8497;8853;8854	True;True;True;True;True;True;True;True;True;True;True	772;773;823;988;1728;1812;6671;7058;7942;8730;9093;9094	8829;8830;8831;8832;8833;8834;8835;8836;8837;8838;8839;8840;8841;8842;8843;8844;8845;8846;8847;8848;8849;8850;8851;8852;8853;8854;8855;8856;8857;8858;8859;8860;8861;8862;8863;8864;8865;8866;8867;8868;8869;8870;8871;9415;9416;9417;9418;9419;9420;9421;9422;11196;11197;11198;11199;11200;11201;11202;11203;11204;11205;11206;11207;11208;11209;11210;11211;11212;11213;11214;11215;11216;11217;11218;11219;11220;11221;11222;11223;11224;11225;11226;11227;11228;11229;11230;11231;11232;11233;11234;11235;11236;11237;11238;19998;19999;20000;20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;21121;21122;21123;21124;21125;21126;21127;21128;21129;21130;21131;21132;21133;21134;21135;21136;21137;21138;21139;21140;21141;21142;21143;21144;21145;21146;21147;78435;78436;78437;78438;78439;78440;78441;78442;78443;78444;82689;82690;82691;82692;82693;82694;82695;82696;82697;82698;82699;82700;82701;82702;82703;82704;82705;82706;82707;82708;82709;82710;82711;82712;82713;94193;94194;94195;94196;94197;94198;94199;94200;94201;94202;104184;104185;104186;104187;104188;104189;108284;108285;108286;108287;108288;108289;108290;108291;108292;108293;108294;108295;108296;108297;108298;108299;108300;108301;108302;108303;108304;108305;108306	9312;9313;9314;9315;9316;9317;9318;9319;9320;9321;9322;9323;9324;9325;9326;9327;9328;9329;9330;9331;9332;9333;9334;9335;9336;9337;9338;9339;9340;9341;9342;9343;9344;9345;9346;9347;9348;9349;9350;9351;9352;9353;9354;9355;9356;9357;9358;9359;9360;9361;9926;9927;9928;9929;9930;9931;9932;9933;11820;11821;11822;11823;11824;11825;11826;11827;11828;11829;11830;11831;11832;11833;11834;11835;11836;11837;11838;11839;11840;11841;11842;11843;11844;11845;11846;11847;11848;11849;11850;11851;11852;11853;11854;11855;11856;11857;11858;11859;11860;11861;11862;11863;11864;11865;11866;11867;11868;21182;21183;21184;21185;21186;21187;21188;21189;21190;21191;21192;21193;21194;21195;21196;21197;21198;21199;21200;21201;22381;22382;22383;22384;22385;22386;22387;22388;22389;22390;22391;22392;22393;22394;22395;22396;22397;22398;22399;22400;22401;22402;22403;22404;22405;22406;22407;22408;22409;83313;83314;83315;83316;83317;83318;83319;83320;83321;83322;87827;87828;87829;87830;87831;87832;87833;87834;87835;87836;87837;87838;87839;87840;87841;87842;87843;87844;87845;87846;87847;87848;87849;87850;87851;87852;100083;100084;100085;100086;100087;100088;100089;100090;100091;100092;110691;110692;110693;110694;110695;110696;115036;115037;115038;115039;115040;115041;115042;115043;115044;115045;115046;115047;115048;115049;115050;115051;115052;115053;115054;115055;115056;115057;115058	9320;9931;11843;21192;22395;83314;87831;100091;110691;115048;115053	0	96
AT1G04410.1;AT5G43330.1	AT1G04410.1	3;1	3;1	3;1	AT1G04410.1 | Lactate/malate dehydrogenase family protein | Chr1:1189418-1191267 REVERSE LENGTH=332 | 201606	2	3	3	3	0	0	2	0	2	2	0	1	3	0	0	2	0	2	2	0	1	3	0	0	2	0	2	2	0	1	3	15.7	15.7	15.7	35.571	332	332;332	1	27	0	9.6149	0	0	9.6	0	9.6	9.6	0	3.6	15.7	223570000	0	0	83435000	0	68660000	9791900	0	0	61687000	12421000	0	0	4635300	0	3814400	543990	0	0	3427100	0	0	1148800	0	1123400	1001400	0	0	876540	0	0	8	0	10	3	0	1	9	31				18	5608;6207;8525	True;True;True	5757;6398;8758	68430;68431;68432;68433;68434;68435;68436;68437;68438;68439;68440;68441;68442;75816;75817;75818;75819;75820;75821;75822;75823;75824;75825;75826;75827;75828;104440	72618;72619;72620;72621;72622;72623;72624;72625;72626;72627;72628;72629;72630;80557;80558;80559;80560;80561;80562;80563;80564;80565;80566;80567;80568;80569;80570;80571;80572;80573;80574;80575;110953	72624;80575;110953		
AT1G04590.1;AT1G04590.2	AT1G04590.1;AT1G04590.2	2;2	2;2	2;2	AT1G04590.1 | PPR containing-like protein | Chr1:1258760-1261411 REVERSE LENGTH=381 | 201606;AT1G04590.2 | PPR containing-like protein | Chr1:1258760-1261411 REVERSE LENGTH=384 | 201606	2	2	2	2	0	0	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	8.4	8.4	8.4	43.042	381	381;384	1	3	0	4.0366	0	0	4.2	0	8.4	0	0	0	0	7146100	0	0	2913800	0	4232300	0	0	0	0	310700	0	0	126690	0	184010	0	0	0	0	0	0	0	0	84125	0	0	0	0	0	0	1	0	2	0	0	0	0	3				19	4286;9172	True;True	4402;9421	52491;52492;112484	55660;55661;119506	55661;119506		
AT1G04640.2;AT1G04640.1	AT1G04640.2;AT1G04640.1	9;9	9;9	9;9	AT1G04640.2 | lipoyltransferase 2 | Chr1:1292541-1293248 FORWARD LENGTH=235 | 201606;AT1G04640.1 | lipoyltransferase 2 | Chr1:1292541-1293248 FORWARD LENGTH=235 | 201606	2	9	9	9	0	5	3	6	4	0	4	8	4	0	5	3	6	4	0	4	8	4	0	5	3	6	4	0	4	8	4	42.1	42.1	42.1	26.421	235	235;235	1	104	0	24.325	0	32.8	22.1	33.6	28.1	0	27.7	37	28.1	526960000	0	92158000	70407000	58829000	81081000	0	22688000	95107000	106690000	35131000	0	6143900	4693800	3922000	5405400	0	1512600	6340500	7112700	0	2841900	1266700	2119800	1302800	0	3430300	3034900	2051700	0	22	9	17	11	0	5	26	13	103				20	1629;3734;3735;4235;6665;7132;7525;9008;9009	True;True;True;True;True;True;True;True;True	1678;3823;3824;4349;6861;7334;7739;9253;9254	19570;19571;19572;19573;19574;19575;19576;19577;19578;19579;19580;45392;45393;45394;45395;45396;45397;45398;45399;45400;45401;45402;45403;45404;45405;45406;45407;45408;45409;45410;45411;45412;45413;45414;45415;45416;45417;45418;45419;45420;45421;45422;51841;51842;51843;51844;51845;51846;51847;51848;51849;51850;51851;51852;51853;51854;51855;51856;51857;51858;51859;51860;51861;51862;51863;51864;51865;51866;51867;51868;51869;51870;80414;80415;80416;85921;91183;91184;91185;91186;110276;110277;110278;110279;110280;110281;110282;110283;110284;110285;110286;110287;110288;110289;110290;110291;110292;110293;110294;110295;110296;110297;110298;110299	20719;20720;20721;20722;20723;20724;20725;20726;20727;20728;20729;48144;48145;48146;48147;48148;48149;48150;48151;48152;48153;48154;48155;48156;48157;48158;48159;48160;48161;48162;48163;48164;48165;48166;48167;48168;48169;48170;48171;48172;48173;48174;54978;54979;54980;54981;54982;54983;54984;54985;54986;54987;54988;54989;54990;54991;54992;54993;54994;54995;54996;54997;54998;54999;55000;55001;55002;55003;55004;55005;55006;55007;85415;85416;85417;91292;96885;96886;96887;96888;117147;117148;117149;117150;117151;117152;117153;117154;117155;117156;117157;117158;117159;117160;117161;117162;117163;117164;117165;117166;117167;117168;117169;117170	20728;48145;48174;55000;85415;91292;96887;117147;117164		
AT1G04710.1	AT1G04710.1	13	10	9	AT1G04710.1 | peroxisomal 3-ketoacyl-CoA thiolase 4 | Chr1:1321941-1324556 FORWARD LENGTH=443 | 201606	1	13	10	9	2	3	12	3	13	8	1	4	10	0	1	9	1	10	5	0	2	7	0	1	8	1	9	4	0	1	6	44.7	38.4	36.3	46.611	443	443	1	88	0	48.997	6.1	12	44.5	12	44.7	30.5	3.8	14	35	910530000	0	2711800	266740000	1571000	294730000	37795000	0	2838900	304150000	39588000	0	117910	11597000	68305	12814000	1643300	0	123430	13224000	0	0	4188800	0	4860900	3082800	0	498150	3770200	0	2	26	1	25	6	0	3	27	90				21	1073;1074;2348;2425;2426;2769;2963;3991;4310;5088;6295;7589;7599	False;False;True;True;True;True;True;True;True;True;False;True;True	1103;1104;2413;2491;2492;2841;3038;4097;4427;5221;6487;7807;7817	12776;12777;12778;12779;12780;12781;12782;12783;12784;12785;12786;12787;12788;12789;12790;12791;12792;12793;12794;12795;12796;12797;12798;12799;12800;12801;12802;12803;12804;12805;12806;12807;12808;12809;12810;12811;12812;12813;12814;12815;12816;12817;12818;12819;12820;12821;12822;12823;12824;12825;12826;12827;12828;12829;12830;12831;27673;27674;27675;27676;28573;28574;28575;32865;32866;32867;32868;32869;32870;32871;32872;35189;35190;35191;35192;35193;35194;35195;35196;35197;48874;48875;48876;48877;48878;48879;48880;48881;48882;48883;48884;48885;48886;48887;52874;52875;52876;52877;52878;52879;52880;52881;52882;52883;52884;52885;52886;62281;62282;62283;62284;62285;62286;62287;62288;62289;62290;62291;76691;76692;76693;76694;76695;76696;76697;76698;76699;76700;76701;76702;76703;76704;76705;76706;76707;76708;76709;76710;76711;76712;76713;76714;76715;76716;76717;76718;92175;92176;92330;92331;92332;92333;92334;92335;92336;92337;92338;92339;92340;92341;92342;92343;92344;92345;92346;92347;92348;92349;92350;92351;92352;92353	13510;13511;13512;13513;13514;13515;13516;13517;13518;13519;13520;13521;13522;13523;13524;13525;13526;13527;13528;13529;13530;13531;13532;13533;13534;13535;13536;13537;13538;13539;13540;13541;13542;13543;13544;13545;13546;13547;13548;13549;13550;13551;13552;13553;13554;13555;13556;13557;13558;13559;13560;13561;13562;13563;13564;13565;13566;29356;29357;29358;29359;30316;30317;30318;34850;34851;34852;34853;34854;34855;34856;34857;37285;37286;37287;37288;37289;37290;37291;37292;37293;51867;51868;51869;51870;51871;51872;51873;51874;51875;51876;51877;51878;51879;51880;56064;56065;56066;56067;56068;56069;56070;56071;56072;56073;56074;56075;56076;56077;56078;56079;56080;66097;66098;66099;66100;66101;66102;66103;66104;66105;66106;66107;66108;66109;66110;81476;81477;81478;81479;81480;81481;81482;81483;81484;81485;81486;81487;81488;81489;81490;81491;81492;81493;81494;81495;81496;81497;81498;81499;81500;81501;81502;81503;97945;97946;98112;98113;98114;98115;98116;98117;98118;98119;98120;98121;98122;98123;98124;98125;98126;98127;98128;98129;98130;98131;98132;98133;98134;98135;98136;98137	13535;13559;29359;30317;30318;34850;37286;51880;56079;66102;81497;97946;98120		
AT4G14960.1;AT5G19780.1;AT5G19770.1;AT4G14960.2;AT1G50010.1;AT1G04820.1;AT1G64740.1	AT4G14960.1;AT5G19780.1;AT5G19770.1;AT4G14960.2;AT1G50010.1;AT1G04820.1	3;3;3;3;3;3;1	3;3;3;3;3;3;1	3;3;3;3;3;3;1	AT4G14960.1 | Tubulin/FtsZ family protein | Chr4:8548753-8550319 REVERSE LENGTH=427 | 201606;AT5G19780.1 | tubulin alpha-5 | Chr5:6687212-6688926 FORWARD LENGTH=450 | 201606;AT5G19770.1 | tubulin alpha-3 | Chr5:6682761-6684474 REVERSE LENGTH=450 | 201606;A	7	3	3	3	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	9.4	9.4	9.4	47.235	427	427;450;450;450;450;450;450	1	8	0	5.2755	4.4	0	0	0	0	0	0	0	7.3	18534000	795100	0	0	0	0	0	0	0	17739000	1090200	46771	0	0	0	0	0	0	0	1043500	1174000	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	8				22	1488;1800;6382	True;True;True	1534;1852;6576	18142;18143;18144;18145;21534;21535;21536;77639	19192;19193;19194;19195;22806;22807;22808;82453	19195;22808;82453		
AT1G04900.1	AT1G04900.1	2	2	2	AT1G04900.1 | NADH dehydrogenase ubiquinone complex I%2C assembly factor-like protein (DUF185) | Chr1:1383912-1387561 FORWARD LENGTH=442 | 201606	1	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	5.9	5.9	5.9	50.604	442	442	1	2	0.0025445	3.2567	0	0	0	0	5.9	0	0	0	0	7810500	0	0	0	0	7810500	0	0	0	0	269330	0	0	0	0	269330	0	0	0	0	0	0	0	0	134590	0	0	0	0	0	0	0	0	2	0	0	0	0	2				23	1043;5010	True;True	1073;5141	12401;61307	13111;65041	13111;65041		
AT1G05190.1	AT1G05190.1	2	2	2	AT1G05190.1 | Ribosomal protein L6 family | Chr1:1502515-1503738 REVERSE LENGTH=223 | 201606	1	2	2	2	0	0	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0	2	14.3	14.3	14.3	24.705	223	223	1	5	0	3.7048	0	0	5.8	0	8.5	0	0	0	14.3	32265000	0	0	5041700	0	17257000	0	0	0	9965700	2304600	0	0	360120	0	1232600	0	0	0	711840	0	0	0	0	0	0	0	0	164650	0	0	1	0	0	0	0	0	1	2				24	2094;4134	True;True	2155;4246	24632;24633;50531;50532;50533	26136;26137;53602;53603;53604	26136;53604		
AT1G05270.1	AT1G05270.1	2	2	2	AT1G05270.1 | TraB family protein | Chr1:1531806-1534305 REVERSE LENGTH=371 | 201606	1	2	2	2	0	0	2	0	1	1	0	0	2	0	0	2	0	1	1	0	0	2	0	0	2	0	1	1	0	0	2	7.3	7.3	7.3	40.741	371	371	1	15	0	4.3145	0	0	7.3	0	3.8	3.8	0	0	7.3	52882000	0	0	20129000	0	16339000	4395500	0	0	12017000	2518200	0	0	958540	0	778050	209310	0	0	572260	0	0	239450	0	249310	245040	0	0	272640	0	0	5	0	4	3	0	0	4	16				25	8092;8363	True;True	8319;8594	98979;98980;98981;98982;98983;98984;98985;98986;98987;98988;98989;98990;98991;102411;102412	105185;105186;105187;105188;105189;105190;105191;105192;105193;105194;105195;105196;105197;105198;108839;108840	105186;108840		
AT1G05430.1	AT1G05430.1	2	2	2	AT1G05430.1 | hypothetical protein | Chr1:1594227-1595731 REVERSE LENGTH=269 | 201606	1	2	2	2	0	0	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0	2	0	0	1	0	1	0	0	0	2	13	13	13	29.861	269	269	1	4	0	5.7141	0	0	6.7	0	6.7	0	0	0	13	19013000	0	0	2460000	0	4163500	0	0	0	12390000	1584400	0	0	205000	0	346960	0	0	0	1032500	0	0	0	0	0	0	0	0	204690	0	0	1	0	1	0	0	0	1	3				26	3388;7930	True;True	3470;8150	40743;40744;40745;96773	43217;43218;43219;102827	43218;102827		
AT1G05490.1	AT1G05490.1	2	2	2	AT1G05490.1 | chromatin remodeling 31 | Chr1:1618795-1623195 REVERSE LENGTH=1410 | 201606	1	2	2	2	0	0	2	0	1	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	2	0	1	0	0	0	1	1.5	1.5	1.5	158.72	1410	1410	1	5	0.0040617	2.8988	0	0	1.5	0	0.6	0	0	0	0.6	474570000	0	0	87883000	0	130460000	0	0	0	256220000	6163200	0	0	1141300	0	1694300	0	0	0	3327500	0	0	0	0	0	0	0	0	4393300	0	0	2	0	1	0	0	0	2	5				27	5379;5590	True;True	5517;5735	65795;68165;68166;68167;68168	69813;72336;72337;72338;72339	69813;72338		
AT1G06010.1	AT1G06010.1	1	1	1	AT1G06010.1 | basic leucine zipper/W2 domain protein | Chr1:1823347-1823670 FORWARD LENGTH=78 | 201606	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21.8	21.8	21.8	8.6918	78	78	1	1	0	4.2124	0	0	21.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1				28	5734	True	5903	70032	74363	74363		
AT1G06130.2;AT1G06130.1	AT1G06130.2;AT1G06130.1	1;1	1;1	1;1	AT1G06130.2 | glyoxalase 2-4 | Chr1:1858034-1860640 REVERSE LENGTH=330 | 201606;AT1G06130.1 | glyoxalase 2-4 | Chr1:1858034-1860640 REVERSE LENGTH=331 | 201606	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4.5	4.5	4.5	36.496	330	330;331	1	1	0.0084356	2.3678	0	0	0	0	0	0	4.5	0	0	3429400	0	0	0	0	0	0	3429400	0	0	201730	0	0	0	0	0	0	201730	0	0	0	0	0	0	0	0	193680	0	0	0	0	0	0	0	0	1	0	0	1				29	4876	True	5005	59643	63249	63249		
