name,ID,clp1p__vs_wtp__p.val,clp1s__vs_wts__p.val,clp2p__vs_wtp__p.val,clp2s__vs_wts__p.val,clp1p__vs_wtp__p.adj,clp1s__vs_wts__p.adj,clp2p__vs_wtp__p.adj,clp2s__vs_wts__p.adj,clp1p__vs_wtp__significant,clp1s__vs_wts__significant,clp2p__vs_wtp__significant,clp2s__vs_wts__significant,significant,clp1p__vs_wtp__ratio,clp1s__vs_wts__ratio,clp2p__vs_wtp__ratio,clp2s__vs_wts__ratio,clp1p__centered,clp1s__centered,clp2p__centered,clp2s__centered,wtp__centered,wts__centered
 transmembrane protein ,AT1G28540.1,0.5863939836141301,0.41936226902172646,0.7988404509834979,0.591031741309384,0.714,0.719,0.624,0.916,FALSE,FALSE,FALSE,FALSE,FALSE,-0.222,0.331,-0.112,0.219,-0.443,0.452,-0.333,0.341,-0.221,0.121
 transmembrane protein .10,AT5G09270.2,0.3794876239147308,0.2669291821612523,0.9361695469982089,0.6095119705525318,0.628,0.606,0.657,0.918,FALSE,FALSE,FALSE,FALSE,FALSE,0.234,-0.297,-0.0228,-0.135,-0.235,0.204,-0.492,0.367,-0.469,0.502
 transmembrane protein .2,AT2G35790.1,0.996652195860609,0.9994075077744304,0.7651013741050818,0.07218019427872734,0.802,0.866,0.615,0.721,FALSE,FALSE,FALSE,FALSE,FALSE,0.00299,-5.29e-4,-0.23,1.34,-0.55,0.117,-0.784,1.46,-0.553,0.118
 transmembrane protein .3,AT2G40765.1,0.523238705418165,0.756563883862423,0.36063454208798407,0.3986372908999922,0.693,0.829,0.449,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,0.189,-0.0915,0.294,-0.251,-2.17,2.05,-2.06,1.89,-2.36,2.14
 transmembrane protein .4,AT3G12650.1,0.3959471247062013,0.6692559290041502,0.12021836763172786,0.46754163427775874,0.637,0.809,0.257,0.903,FALSE,FALSE,FALSE,FALSE,FALSE,0.307,-0.153,-0.621,0.262,-0.497,0.601,-1.43,1.02,-0.805,0.754
 transmembrane protein .5,AT3G23450.4,0.47754748139802283,0.01954418557735486,0.6867261995778094,0.025658210507280454,0.675,0.0783,0.592,0.547,FALSE,FALSE,FALSE,FALSE,FALSE,0.527,1.85,0.322,1.76,-1.63,2.38,-1.84,2.28,-2.16,0.52
 transmembrane protein .8,AT4G31830.1,0.4007362520811325,0.09305123712173599,0.25128383334344223,0.9077705593244431,0.639,0.304,0.37,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,-0.342,-0.703,-0.509,-0.0467,-0.487,-0.0795,-0.653,0.577,-0.145,0.624
 ubiquinone biosynthesis COQ9-like protein ,AT1G19140.1,0.9103156742103686,0.4820176388723638,0.8183326559830023,0.1762684922288105,0.788,0.748,0.629,0.828,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0207,0.13,-0.0457,0.255,-0.525,0.483,-0.55,0.607,-0.505,0.352
 WAS/WASL-interacting family protein ,AT1G55160.1,0.3576782895821733,0.670708121793036,0.08407378063589109,0.8891409958911498,0.615,0.81,0.208,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.343,-0.157,-0.717,-0.0514,-1.75,1.5,-2.13,1.61,-1.41,1.66
13 kDa,AT3G03070.1,0.5402084325352676,0.9729607740797427,0.6904880703358725,0.33296436532558993,0.699,0.863,0.593,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,-0.65,0.0358,-0.455,1.04,-1.11,0.427,-0.911,1.43,-0.456,0.392
15 kDa,AT3G62790.1,0.46127708372728193,0.046625089752786224,0.8008476825014207,0.4769100421619821,0.668,0.163,0.625,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,-0.41,-1.16,0.151,-0.396,-1.68,0.621,-1.12,1.39,-1.27,1.78
15 kDa.1,AT3G62790.1,0.7973782424669759,0.057289261166314505,0.12897788439846733,0.4871074653808307,0.767,0.196,0.267,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,0.145,-1.13,-0.958,-0.396,-1.05,0.663,-2.15,1.4,-1.19,1.79
18 kDa,AT5G67590.1,0.847503750794671,0.15239101154403137,0.9809296688040228,0.12484853283371283,0.777,0.444,0.667,0.792,FALSE,FALSE,FALSE,FALSE,FALSE,0.131,1,-0.0176,1.08,-2.08,2.3,-2.23,2.37,-2.21,1.29
"2-oxoglutarate dehydrogenase, E1 component",AT3G55410.2,0.8942347117269905,0.16028539137657874,0.4017947925564954,0.15751704902987165,0.785,0.459,0.473,0.817,FALSE,FALSE,FALSE,FALSE,FALSE,0.0155,-0.168,-0.107,-0.17,-0.304,0.258,-0.426,0.257,-0.319,0.427
"2-oxoglutarate dehydrogenase, E1 component.1",AT5G65750.1,0.01807884342314704,0.16016095755613147,0.7957673981412934,0.032902824107433476,0.112,0.459,0.624,0.593,FALSE,FALSE,FALSE,FALSE,FALSE,0.326,-0.184,0.0358,-0.29,-0.33,0.457,-0.62,0.352,-0.656,0.642
20.9 kDa/MNLL,AT4G16450.2,0.33816740673501255,0.8523577023561706,0.38887552112451074,0.330390149369723,0.603,0.846,0.466,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,-0.445,0.0854,-0.431,-0.452,-1.84,1.75,-1.83,1.21,-1.4,1.66
3-hydroxyacyl-CoA dehydrogenase family protein,AT3G15290.1,0.6572152676876123,0.6452478517021257,0.1882452542284356,0.7269234246909649,0.735,0.803,0.321,0.927,FALSE,FALSE,FALSE,FALSE,FALSE,0.152,0.157,-0.496,0.119,-0.666,0.888,-1.31,0.85,-0.817,0.73
"3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial",AT4G31810.1,0.046913614529162255,0.1624905183331475,0.05671766362256535,0.005967543145986203,0.211,0.463,0.167,0.271,FALSE,FALSE,FALSE,FALSE,FALSE,1.01,0.694,1.05,1.48,0.811,-0.443,0.843,0.34,-0.203,-1.14
"3-hydroxyisobutyryl-CoA hydrolase-like protein 3, mitochondrial",AT4G13360.1,0.5566157724258538,0.5300113244277229,0.21362543636039563,0.3148255429050114,0.705,0.767,0.341,0.877,FALSE,FALSE,FALSE,FALSE,FALSE,-0.228,-0.244,-0.53,0.394,0.721,-0.956,0.419,-0.317,0.949,-0.711
"3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic",AT2G45300.3,0.5051702157284641,0.11039748020129696,0.03626178323471416,0.027470513093528246,0.686,0.351,0.128,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,-0.2,-0.493,-0.716,-0.703,0.932,-0.887,0.416,-1.1,1.13,-0.394
4CLL5,AT1G20510.1,0.583621030734387,0.6563015682939752,0.34818911691871113,0.6532097704181654,0.714,0.806,0.441,0.921,FALSE,FALSE,FALSE,FALSE,FALSE,-0.151,-0.122,-0.281,-0.123,-1.46,1.28,-1.59,1.28,-1.31,1.4
4CLL7,AT4G05160.1,0.010544436851721866,0.9259495544063386,0.4135482618363452,0.6754303023894166,0.0711,0.857,0.48,0.923,FALSE,FALSE,FALSE,FALSE,FALSE,-0.711,0.0236,-0.226,0.107,-1.44,0.945,-0.958,1.03,-0.732,0.921
4CLL9,AT5G63380.1,0.12238701946257938,0.6404917904541578,0.34399317312726263,0.5688494667905037,0.37,0.802,0.439,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,0.732,-0.215,0.475,-0.263,0.0875,0.172,-0.17,0.125,-0.645,0.387
"6-phosphogluconate dehydrogenase, decarboxylating 2, chloroplastic",AT5G41670.4,0.9373955275333921,0.1108532320930972,0.13363643569573747,0.6113042580176107,0.793,0.352,0.272,0.918,FALSE,FALSE,FALSE,FALSE,FALSE,0.0258,0.542,-0.548,0.167,1.61,-1.01,1.03,-1.39,1.58,-1.56
A3,AT5G60390.3,0.022930979019192395,0.5597087410885037,0.011660257510500002,0.5032728976059897,0.135,0.778,0.0536,0.907,FALSE,FALSE,FALSE,FALSE,FALSE,-1.36,-0.327,-1.66,-0.376,-2.65,1.96,-2.95,1.91,-1.29,2.28
A3.1,AT5G60390.3,0.031834888683043364,0.5098929622734437,0.01244626248112949,0.4496747606212771,0.168,0.76,0.0562,0.901,FALSE,FALSE,FALSE,FALSE,FALSE,-1.13,-0.327,-1.45,-0.376,-2.33,1.74,-2.65,1.69,-1.2,2.07
A3.3,AT5G60390.3,0.07474150072937115,0.5304241910606825,0.02844081010379328,0.4716615629479257,0.28,0.768,0.108,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,-0.965,-0.327,-1.31,-0.376,-2.34,1.82,-2.69,1.77,-1.38,2.15
AAA-type ATPase family protein,AT2G18330.1,0.5961669463816615,0.6775694694012548,0.7896757382210677,0.8330298427117164,0.717,0.811,0.622,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,-0.185,-0.145,-0.1,-0.0735,-1.95,1.63,-1.86,1.7,-1.76,1.78
AAA-type ATPase family protein.1,AT5G16930.1,0.520293437721556,0.8027202706756601,0.740463539851937,0.42730642952684605,0.692,0.837,0.608,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,-0.234,-0.0904,-0.13,0.289,-0.749,0.426,-0.645,0.806,-0.515,0.516
AAC2,AT5G13490.2,0.20619296033061277,0.8994761908126694,0.07172763048734165,0.7848574076704453,0.49,0.853,0.191,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,-1.29,-0.126,-2.02,-0.272,-4.77,4.13,-5.51,3.99,-3.48,4.26
AAE1,AT1G20560.2,0.05994204646912349,0.7791992858830596,0.051083930165725495,0.7193448086790171,0.246,0.833,0.158,0.926,FALSE,FALSE,FALSE,FALSE,FALSE,-0.697,0.0991,-0.783,-0.127,-1.17,0.973,-1.26,0.747,-0.476,0.874
AAE7,AT3G16910.1,0.4407370889357237,0.7651891362830591,0.23701018594148576,0.7433730603283419,0.659,0.83,0.358,0.928,FALSE,FALSE,FALSE,FALSE,FALSE,0.275,-0.106,-0.46,-0.116,-1.45,1.57,-2.18,1.56,-1.72,1.68
AAT1,AT5G48230.2,0.6592293696179603,0.9668674398021876,0.8798614993997254,0.28325017925109663,0.735,0.862,0.644,0.869,FALSE,FALSE,FALSE,FALSE,FALSE,0.142,0.0133,0.0524,0.35,-0.306,0.243,-0.396,0.579,-0.448,0.229
ABCB25,AT5G58270.1,0.33068235598686535,0.06490115421058529,0.9430965171780088,0.596655959005052,0.598,0.218,0.659,0.917,FALSE,FALSE,FALSE,FALSE,FALSE,0.37,-0.726,0.029,-0.2,-0.0412,-0.171,-0.382,0.356,-0.411,0.555
ACD32.1,AT1G06460.1,0.748251386933208,0.6926243815779493,0.7961388914249963,0.006698144208353677,0.757,0.815,0.624,0.291,FALSE,FALSE,FALSE,FALSE,FALSE,-0.154,0.189,0.134,-1.43,-0.699,1.12,-0.412,-0.502,-0.545,0.933
ACO2.1,AT2G05710.1,0.05372556348981712,0.09326018235469516,0.05985503131601577,0.07936706778695267,0.23,0.305,0.172,0.735,FALSE,FALSE,FALSE,FALSE,FALSE,-0.261,-0.224,-0.275,-0.235,0.454,-0.571,0.44,-0.582,0.715,-0.346
ACR12,AT5G04740.1,0.7488890090284135,0.5004703039533085,0.07331896489076237,0.034879477812074074,0.757,0.756,0.193,0.604,FALSE,FALSE,FALSE,FALSE,FALSE,-0.129,0.273,-0.815,-0.904,0.859,-0.175,0.173,-1.35,0.988,-0.449
ACX1,AT4G16760.1,0.032727393173673215,0.6793011413297704,0.24125227678370983,0.3614897863204213,0.171,0.812,0.361,0.887,FALSE,FALSE,FALSE,FALSE,FALSE,-0.467,-0.0852,-0.265,-0.19,-0.835,0.566,-0.633,0.461,-0.368,0.651
ACX1.2,AT2G35690.1,0.41770043275765356,0.217249892530863,0.011140779900696039,0.3472878238571597,0.648,0.548,0.0517,0.884,FALSE,FALSE,FALSE,FALSE,FALSE,-0.399,-0.615,-1.46,-0.464,0.0631,-0.18,-1,-0.0298,0.462,0.435
ACX2,AT5G65110.1,0.22764536816047715,0.598038626971028,0.02534575197387968,0.023447936859922577,0.513,0.79,0.0996,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,-0.579,0.249,-1.22,1.14,-0.789,0.475,-1.43,1.37,-0.21,0.226
ACX3,AT1G06290.1,0.20412792483734024,0.4650874961305026,0.4744588170947863,0.7942027355098369,0.488,0.741,0.511,0.931,FALSE,FALSE,FALSE,FALSE,FALSE,-0.218,-0.124,0.131,0.0439,-0.802,0.478,-0.453,0.645,-0.584,0.602
ACX4,AT3G51840.1,0.2223172378776484,0.8723133879616818,0.35893939150217213,0.9379645665083541,0.508,0.849,0.448,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,-0.756,0.0977,0.609,0.0473,-1.81,1.11,-0.443,1.06,-1.05,1.02
ADH1,AT1G77120.1,0.034304435386425955,0.4317404518754514,0.07396414247020154,0.18774120309183068,0.176,0.725,0.194,0.834,FALSE,FALSE,FALSE,FALSE,FALSE,-0.441,-0.155,-0.395,-0.264,-0.44,0.23,-0.395,0.121,5.21e-4,0.385
ADH2,AT5G43940.1,0.1381862068761953,0.565092962323848,0.2528728129977458,0.3978078355714558,0.397,0.78,0.371,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,-1.51,0.573,-1.25,0.846,0.25,-0.701,0.518,-0.427,1.76,-1.27
ADK2.1,AT5G50370.1,0.03954734696806632,0.8539394458825165,0.43697366635204704,0.7456759233991532,0.192,0.846,0.492,0.928,FALSE,FALSE,FALSE,FALSE,FALSE,-0.986,-0.0833,-0.383,0.147,-2.35,1.57,-1.75,1.8,-1.37,1.66
ADNT1,AT4G01100.1,0.28669443153235225,0.7803216206447519,0.2516841405645196,0.6373529233261728,0.566,0.833,0.37,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,-0.438,-0.113,-0.511,-0.192,-1.91,1.61,-1.98,1.53,-1.47,1.72
AFG1-like ATPase family protein.2,AT4G30490.1,0.5846794483928017,0.601186661092828,0.7059223795918463,0.788504566623168,0.714,0.791,0.598,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,0.291,-0.279,0.217,0.143,0.192,-0.294,0.117,0.128,-0.0994,-0.0149
AGGG,AT1G76200.1,0.3397142944233992,0.34659027989335567,0.5042181507751708,0.015182389425472587,0.604,0.674,0.524,0.446,FALSE,FALSE,FALSE,FALSE,FALSE,-0.558,0.55,-0.419,1.52,-0.891,0.457,-0.752,1.43,-0.334,-0.0931
AGT1,AT2G13360.3,0.3569219738065511,0.7419865216193446,0.3808911534353987,0.052746369064650675,0.615,0.826,0.461,0.674,FALSE,FALSE,FALSE,FALSE,FALSE,-0.243,0.086,-0.249,-0.531,-0.19,0.329,-0.196,-0.289,0.0533,0.243
AGT2,AT4G39660.2,0.1582275696335065,0.19831514422267268,0.36914356693001094,0.007492118538280615,0.428,0.522,0.454,0.311,FALSE,FALSE,FALSE,FALSE,FALSE,-0.522,-0.473,-0.353,-1.06,0.585,-0.714,0.754,-1.3,1.11,-0.241
AIM1,AT4G29010.1,0.007450245035608524,0.7404506295639464,0.7287813485142656,0.9959462412883566,0.0562,0.825,0.605,0.941,FALSE,FALSE,FALSE,FALSE,FALSE,-1.34,0.151,0.171,-0.00231,-3.23,2.24,-1.72,2.08,-1.89,2.09
ALAAT1,AT1G17290.1,0.040617508464824925,0.22208552742585932,0.22327773654625843,0.10742746602036157,0.195,0.554,0.348,0.774,FALSE,FALSE,FALSE,FALSE,FALSE,-0.29,-0.167,-0.18,-0.223,0.265,-0.404,0.376,-0.461,0.555,-0.237
ALAAT2,AT1G72330.1,0.6172266856312776,0.5165478697627588,0.26040882126702325,0.6224106201770743,0.724,0.762,0.378,0.919,FALSE,FALSE,FALSE,FALSE,FALSE,0.258,-0.335,-0.636,-0.254,1.18,-0.908,0.283,-0.827,0.919,-0.573
ALDH10A9,AT3G48170.1,0.07152542782124595,0.9742655900020183,0.31581317916013885,0.4048350446314849,0.273,0.863,0.42,0.894,FALSE,FALSE,FALSE,FALSE,FALSE,-0.409,0.00701,-0.239,-0.183,-0.771,0.593,-0.6,0.403,-0.362,0.586
ALDH12A1,AT5G62530.1,0.23125038142545,0.012798325148797087,0.7545284376598851,0.014185027638504927,0.517,0.0502,0.612,0.432,FALSE,FALSE,FALSE,FALSE,FALSE,-0.151,-0.336,-0.042,-0.33,0.333,-0.497,0.442,-0.491,0.484,-0.161
ALDH2B7,AT1G23800.1,0.4864782539453385,0.8952313762394024,0.7093795880706928,0.6009040494865887,0.679,0.853,0.599,0.917,FALSE,FALSE,FALSE,FALSE,FALSE,-0.359,-0.0675,-0.207,0.269,0.798,-1.02,0.95,-0.687,1.16,-0.956
ALDH5F1,AT1G79440.1,0.09695571164991366,0.09966093918163539,0.1424144356001384,0.02160366918713852,0.326,0.323,0.281,0.514,FALSE,FALSE,FALSE,FALSE,FALSE,-0.351,-0.348,-0.332,-0.502,0.356,-0.512,0.375,-0.667,0.707,-0.165
ALDH6B2,AT2G14170.2,0.45126695379154524,0.9038266532994851,0.39917989189991754,0.711568736489459,0.664,0.854,0.472,0.926,FALSE,FALSE,FALSE,FALSE,FALSE,-0.1,-0.0159,-0.121,-0.0489,0.382,-0.373,0.361,-0.405,0.482,-0.357
Aldolase-type TIM barrel family protein,AT5G13420.1,0.8090594142567495,0.09289673937278616,0.5353348219244911,0.07319661155796614,0.77,0.304,0.537,0.723,FALSE,FALSE,FALSE,FALSE,FALSE,-0.117,0.846,-0.326,0.907,1.63,-1.21,1.42,-1.15,1.74,-2.06
Alpha-L RNA-binding motif/Ribosomal protein S4 family protein,ATMG00290.1,0.09478167817303697,0.4151190659844781,0.9320625621992964,0.08361157447143888,0.321,0.716,0.656,0.742,FALSE,FALSE,FALSE,FALSE,FALSE,0.986,0.468,-0.0524,1.02,0.526,0.0763,-0.512,0.633,-0.46,-0.391
ANN1,AT1G35720.1,0.16482820161594425,0.9279985277415045,0.21881472330955282,0.37210550964351863,0.438,0.857,0.345,0.889,FALSE,FALSE,FALSE,FALSE,FALSE,-0.545,0.0345,-0.518,-0.345,-0.931,0.803,-0.904,0.424,-0.386,0.768
AOX1A,AT3G22370.1,0.8235017470012227,0.0790797676101809,0.047157987072305674,0.1478373436581665,0.773,0.263,0.151,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,0.0991,0.813,-1,0.661,-1.19,1.72,-2.3,1.57,-1.29,0.911
APXS,AT4G08390.3,0.08935701892099318,0.10002170334164899,0.03604697983559068,0.3485144743289178,0.311,0.324,0.128,0.884,FALSE,FALSE,FALSE,FALSE,FALSE,-0.297,-0.287,-0.404,-0.16,0.464,-0.635,0.357,-0.508,0.761,-0.348
AR192,AT4G26780.1,0.7541335307310573,0.9422223855033132,0.18495248223376842,0.4979420647229067,0.758,0.859,0.319,0.907,FALSE,FALSE,FALSE,FALSE,FALSE,0.0387,0.00894,0.181,0.0841,0.233,-0.258,0.375,-0.183,0.194,-0.267
"Argininosuccinate synthase, chloroplastic",AT4G24830.1,0.20407557421104164,0.9427900641141647,0.9836823260092531,0.43900949308127246,0.488,0.859,0.667,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,0.479,0.0265,0.00815,-0.288,0.877,-0.413,0.407,-0.728,0.399,-0.44
ASP1,AT2G30970.2,0.12655150918909439,0.5331768223426314,0.2814471083424326,0.25992467425104515,0.377,0.769,0.394,0.862,FALSE,FALSE,FALSE,FALSE,FALSE,-0.251,-0.0997,0.188,-0.182,0.36,-0.529,0.799,-0.612,0.611,-0.43
ASP2,AT5G19550.1,0.5042603707354084,0.966423556537332,0.9420280853425087,0.8139658178519336,0.686,0.862,0.658,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,-0.196,-0.0123,0.0229,-0.0686,-0.871,0.694,-0.653,0.637,-0.676,0.706
ASP3,AT5G11520.1,0.25879139870896867,0.9298308927435438,0.9920478984426782,0.506964121071215,0.543,0.857,0.669,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,-0.276,0.0211,-0.00258,0.16,-1.04,0.755,-0.768,0.894,-0.766,0.734
ASP5,AT4G31990.4,0.9714103012564628,0.9339459524228707,0.188861530836363,0.6641396821139472,0.798,0.858,0.322,0.922,FALSE,FALSE,FALSE,FALSE,FALSE,-0.017,-0.0393,-0.69,-0.207,1.29,-0.976,0.616,-1.14,1.31,-0.937
ATABC1,AT4G01660.1,0.37900116538584605,0.2819895325290038,0.4402227483371638,0.9185050462761011,0.628,0.621,0.494,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,-0.331,-0.407,-0.313,-0.0381,-0.887,0.44,-0.869,0.808,-0.556,0.847
ATJ13,AT2G35720.1,0.7859074806899452,0.5944520850520629,0.6938653672947928,0.7138665801745474,0.765,0.789,0.594,0.926,FALSE,FALSE,FALSE,FALSE,FALSE,0.116,0.228,-0.182,-0.157,-0.758,1.01,-1.06,0.628,-0.874,0.784
ATMDAR4,AT3G27820.1,0.8145681347170887,0.9925499939737141,0.30188308427754534,0.6173410918309687,0.771,0.866,0.41,0.919,FALSE,FALSE,FALSE,FALSE,FALSE,0.153,0.0061,0.739,-0.327,-1.59,1.48,-1.01,1.15,-1.75,1.47
ATO1,AT2G35010.2,0.10630393001962109,0.5559595281101715,0.2631207217280675,0.734383309192977,0.343,0.777,0.38,0.927,FALSE,FALSE,FALSE,FALSE,FALSE,-0.262,-0.0926,-0.192,-0.0532,0.408,-0.523,0.478,-0.484,0.67,-0.43
ATP-dependent caseinolytic (Clp) protease/crotonase family protein,AT4G16800.1,0.08842156222693451,0.9114988523664436,0.6949291378998576,0.5795020713118124,0.309,0.855,0.595,0.915,FALSE,FALSE,FALSE,FALSE,FALSE,-0.841,0.0528,-0.201,0.264,-0.309,-0.21,0.33,0.00159,0.532,-0.262
ATP-dependent Clp protease,AT1G33360.1,0.2767170314215866,0.043371513528007555,0.05378859255896523,0.01736008014772741,0.558,0.153,0.163,0.472,FALSE,FALSE,FALSE,FALSE,FALSE,-0.354,-0.684,-0.702,-0.824,-0.315,0.0764,-0.663,-0.063,0.0388,0.761
ATP binding,AT1G09620.1,0.20281052345057,0.18417401281459794,0.7409871236905976,0.4007951475426985,0.486,0.5,0.608,0.894,FALSE,FALSE,FALSE,FALSE,FALSE,-0.466,-0.487,-0.128,-0.304,0.0178,-0.479,0.356,-0.296,0.484,0.00739
"ATP synthase subunit delta', mitochondrial",AT5G47030.1,0.5945096934970786,0.4939806507433524,0.07699732693679201,0.5325924690868908,0.717,0.753,0.198,0.911,FALSE,FALSE,FALSE,FALSE,FALSE,0.571,0.735,2.13,0.67,-1.91,1.82,-0.356,1.76,-2.48,1.09
"ATP synthase subunit epsilon, mitochondrial",AT1G51650.1,0.35297505267471885,0.3711575311843315,0.19760872516040107,0.27062982395103985,0.612,0.69,0.329,0.866,FALSE,FALSE,FALSE,FALSE,FALSE,0.597,0.574,-0.904,0.711,-1.33,1.94,-2.84,2.08,-1.93,1.37
ATP1,ATMG01190.1,0.3205995899450752,0.8765948986239976,0.128869497225542,0.8618502008386488,0.591,0.85,0.267,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,-0.685,0.106,-1.15,0.118,-2.99,2.66,-3.45,2.67,-2.3,2.55
ATP5,AT5G13450.1,0.18578347385260474,0.9679943889082224,0.2105605498023458,0.9712469113153368,0.466,0.863,0.338,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,-1,0.0297,-1.02,0.0267,-3.89,3.25,-3.91,3.25,-2.89,3.22
"ATPase, F1 complex, alpha subunit protein",ATMG01190.1,0.3205995899450752,0.8765948986239976,0.128869497225542,0.8618502008386488,0.591,0.85,0.267,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,-0.685,0.106,-1.15,0.118,-2.99,2.66,-3.45,2.67,-2.3,2.55
ATPB,ATCG00480.1,0.34155904646680235,0.9614014462782641,0.1356553670652214,0.5548396654435097,0.605,0.862,0.274,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,-0.707,-0.0355,-1.22,-0.436,-1.62,1.5,-2.13,1.1,-0.912,1.53
ATPF,ATCG00130.1,0.7127106802453993,0.9410469840977538,0.4010624948891326,0.28042756201360336,0.749,0.859,0.473,0.868,FALSE,FALSE,FALSE,FALSE,FALSE,0.105,-0.021,0.26,-0.311,-1.26,1.24,-1.1,0.948,-1.36,1.26
ATPQ,AT3G52300.1,0.8212191736787622,0.7657912650291144,0.6981315825425285,0.8006799765950788,0.772,0.831,0.596,0.931,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,-0.0923,0.13,-0.0782,-1.97,1.78,-1.91,1.79,-2.04,1.87
ATSCP2,AT5G42890.1,0.0710689130201639,0.665071071616422,0.37516280551460623,0.32546762787763284,0.272,0.808,0.458,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-1.38,0.317,-0.707,0.728,-3.51,2.56,-2.84,2.97,-2.13,2.24
ATTIL,AT5G58070.1,0.4607966475206522,0.24141212760490738,0.8109920009298841,0.04330738038605155,0.668,0.578,0.627,0.641,FALSE,FALSE,FALSE,FALSE,FALSE,0.254,0.408,0.0884,0.73,-0.209,0.346,-0.374,0.668,-0.463,-0.0622
ATX1,AT1G66240.1,0.2192976767711485,0.2522959231581624,0.9718262234400963,0.21977464189353,0.505,0.59,0.665,0.848,FALSE,FALSE,FALSE,FALSE,FALSE,-0.338,0.314,0.0103,0.338,0.00201,-0.105,0.35,-0.0812,0.34,-0.419
AVP1,AT1G15690.1,0.40210634158258096,0.44655638760866156,0.9268114783076693,0.20490666827209622,0.64,0.732,0.655,0.842,FALSE,FALSE,FALSE,FALSE,FALSE,-0.204,-0.185,-0.024,-0.313,-1.07,0.844,-0.885,0.716,-0.861,1.03
B12,AT1G14450.1,0.07254706212756248,0.7518535493145477,0.015182163289393813,0.15944294312302484,0.275,0.828,0.0658,0.818,FALSE,FALSE,FALSE,FALSE,FALSE,-0.613,-0.103,-0.929,-0.472,-1.76,1.58,-2.08,1.21,-1.15,1.68
B12D protein,AT3G29970.3,0.3962793215685084,0.3397350842232574,0.7995503334150209,0.8582087411672399,0.637,0.669,0.625,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,0.718,0.811,0.23,0.15,-0.445,1.26,-0.934,0.6,-1.16,0.45
B13,AT5G52840.1,0.08978651191580893,0.6920586790844693,0.048185671639293055,0.15039936665388665,0.311,0.815,0.153,0.812,FALSE,FALSE,FALSE,FALSE,FALSE,0.246,0.0555,0.314,0.207,-0.726,0.699,-0.658,0.85,-0.972,0.643
B14.7,AT2G42210.5,0.5543473614805554,0.2391143165414933,0.6172860723280061,0.08646273676718959,0.704,0.575,0.569,0.746,FALSE,FALSE,FALSE,FALSE,FALSE,-0.579,-1.17,-0.528,-1.74,-2.12,1.54,-2.07,0.971,-1.54,2.71
B16.6/GRIM-19,AT2G33220.1,0.5675311611951057,0.9107719718516737,0.04142768783751013,0.8357399745765466,0.708,0.855,0.14,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,-0.268,-0.0522,-1.09,-0.0967,-2.17,2.1,-2.99,2.06,-1.9,2.16
B16.6/GRIM-19.1,AT2G33220.1,0.3193883917425983,0.917325582111133,0.23466991614046276,0.8476869738791704,0.591,0.856,0.356,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,-0.508,-0.0522,-0.658,-0.0967,-2.49,2.15,-2.64,2.11,-1.99,2.2
B18,AT2G02050.1,0.11141520967625751,0.7605380803071191,0.028237848188910702,0.4378202968206143,0.352,0.829,0.108,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,-0.7,-0.13,-1.08,-0.333,-2.42,2.1,-2.8,1.9,-1.72,2.23
B22,AT4G34700.1,0.008978764877318947,0.8014389636260931,0.4806694777781356,0.7470072642286454,0.0642,0.837,0.513,0.928,FALSE,FALSE,FALSE,FALSE,FALSE,-1.2,-0.105,-0.321,-0.135,-1.94,1.14,-1.06,1.11,-0.742,1.24
