name,ID,clp1p__vs_wtp__p.val,clp1s__vs_wts__p.val,clp2p__vs_wtp__p.val,clp2s__vs_wts__p.val,clp1p__vs_wtp__p.adj,clp1s__vs_wts__p.adj,clp2p__vs_wtp__p.adj,clp2s__vs_wts__p.adj,clp1p__vs_wtp__significant,clp1s__vs_wts__significant,clp2p__vs_wtp__significant,clp2s__vs_wts__significant,significant,clp1p__vs_wtp__ratio,clp1s__vs_wts__ratio,clp2p__vs_wtp__ratio,clp2s__vs_wts__ratio,clp1p__centered,clp1s__centered,clp2p__centered,clp2s__centered,wtp__centered,wts__centered
 ATP synthase epsilon chain ,AT1G51650.1,0.18090040465950152,0.4414296271336018,0.15801665415615462,0.33846691341201673,0.618,0.718,0.764,0.782,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.568,-1.15,0.709,-1.2,2.11,-3.35,2.26,-2.2,1.55
 ATP synthase subunit 1 ,ATMG01190.1,0.33252431031559515,0.8843798841613878,0.13466568717807562,0.8647547731334101,0.721,0.846,0.748,0.885,FALSE,FALSE,FALSE,FALSE,FALSE,-0.668,0.099,-1.13,0.116,-2.98,2.66,-3.45,2.67,-2.32,2.56
 ATP synthase subunit alpha ,ATCG00120.1,0.16596979799167857,0.5700621038775948,7.349617039286843e-4,0.011416990427664505,0.602,0.772,0.169,0.163,FALSE,FALSE,FALSE,FALSE,FALSE,-0.567,-0.228,-1.71,-1.1,-0.898,1.13,-2.04,0.26,-0.33,1.36
 ATP synthase subunit beta ,ATCG00480.1,0.0977699432931175,0.952527490323157,0.10736412294253414,0.5389741428669692,0.498,0.856,0.723,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,-1.22,-0.0422,-1.28,-0.438,-1.94,1.5,-1.99,1.1,-0.716,1.54
 ATPase%2C F0 complex%2C subunit B/B%2C bacterial/chloroplast .1,ATCG00130.1,0.47148384215205985,0.9431953856328598,0.41054552060429006,0.4237086825690487,0.772,0.854,0.846,0.812,FALSE,FALSE,FALSE,FALSE,FALSE,0.282,-0.0277,0.349,-0.314,-1.21,1.27,-1.14,0.982,-1.49,1.3
 ATPase%2C F1 complex%2C delta/epsilon subunit ,AT5G47030.1,0.4490308143728555,0.45069127647884644,0.05628392117123718,0.48892428385368547,0.765,0.722,0.645,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,0.731,0.729,2.08,0.668,-1.75,1.77,-0.402,1.71,-2.48,1.04
 B12D protein ,AT3G29970.3,0.8478748034834844,0.20261433968790654,0.9875005869491797,0.20330659507688703,0.842,0.506,0.902,0.702,FALSE,FALSE,FALSE,FALSE,FALSE,-0.163,1.1,0.0143,1.1,-0.921,1.11,-0.744,1.11,-0.758,0.0107
 B12D protein .1,AT3G48140.1,0.1816904752053158,0.19218602958869138,0.19125641017271242,0.10152602566681543,0.619,0.49,0.782,0.566,FALSE,FALSE,FALSE,FALSE,FALSE,0.364,-0.355,0.384,-0.451,-1.68,1.57,-1.66,1.47,-2.04,1.92
 beta-hydroxyisobutyryl-CoA hydrolase 1 ,AT5G65940.4,0.2143262977390377,0.41035787337464646,0.6869029911119614,0.19949566669685737,0.649,0.701,0.88,0.699,FALSE,FALSE,FALSE,FALSE,FALSE,0.397,0.26,-0.137,0.411,-0.706,0.95,-1.24,1.1,-1.1,0.69
 BolA-like family protein .1,AT5G17560.1,0.547177513547245,0.9189905580036123,0.911289625753022,0.2105550623775231,0.791,0.851,0.897,0.708,FALSE,FALSE,FALSE,FALSE,FALSE,0.081,0.0136,0.0161,0.171,0.423,-0.392,0.358,-0.235,0.342,-0.406
 calcium sensing receptor ,AT5G23060.1,0.32483889340626537,0.6498898485489663,0.12362500268110771,0.12127424689811511,0.718,0.797,0.739,0.604,FALSE,FALSE,FALSE,FALSE,FALSE,0.239,0.109,0.412,-0.384,-1.87,1.95,-1.7,1.46,-2.11,1.84
 calnexin 1 ,AT5G61790.1,0.5391292508970804,0.07693399821034143,0.8007743627052833,0.5426859436201711,0.79,0.24,0.889,0.841,FALSE,FALSE,FALSE,FALSE,FALSE,0.303,0.906,0.134,0.301,-0.536,1.14,-0.705,0.533,-0.839,0.232
 carbamoyl phosphate synthetase B ,AT1G29900.1,0.8261703775017728,0.15356857851994976,0.23330943628773845,0.19888268468338013,0.839,0.422,0.8,0.698,FALSE,FALSE,FALSE,FALSE,FALSE,-0.11,-0.735,-0.658,-0.658,0.344,-0.486,-0.203,-0.409,0.455,0.249
 catalase 1 ,AT1G20630.1,0.051803600576828764,0.9921416516366521,0.058197808172387816,0.7341382388732938,0.37,0.861,0.649,0.871,FALSE,FALSE,FALSE,FALSE,FALSE,-1.47,-0.00707,-1.54,0.244,-1.57,0.883,-1.64,1.13,-0.102,0.89
 catalase 2 ,AT4G35090.1,0.08488479208492443,0.1503841431058753,0.23892901037090108,0.004761593590470196,0.469,0.416,0.802,0.08,FALSE,FALSE,FALSE,FALSE,FALSE,-0.303,0.25,0.219,0.533,-0.739,0.435,-0.216,0.717,-0.435,0.184
 catalase 3 ,AT1G20620.1,0.34176168834326437,0.6431594883326613,0.08200985567042618,0.7154617177602225,0.726,0.795,0.692,0.869,FALSE,FALSE,FALSE,FALSE,FALSE,-0.204,0.0986,-0.415,-0.0775,-0.0368,0.11,-0.248,-0.0661,0.167,0.0114
 CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein ,AT3G52950.2,0.9776986274819712,0.08395626768850747,0.6339438609311766,0.5597482471528508,0.857,0.256,0.875,0.844,FALSE,FALSE,FALSE,FALSE,FALSE,0.0126,-0.812,0.233,-0.264,-0.737,0.172,-0.517,0.719,-0.75,0.984
 centrosomal protein ,AT1G79390.1,0.13523338294973578,0.5679603293203577,0.0035214558103269815,0.5142115401943393,0.562,0.771,0.323,0.835,FALSE,FALSE,FALSE,FALSE,FALSE,-0.482,-0.18,-1.11,0.206,-0.406,0.18,-1.03,0.565,0.0764,0.36
 Chaperone DnaJ-domain superfamily protein .1,AT2G35795.1,0.975914735789654,0.7895631591704999,0.31497988052904957,0.6639828684666469,0.857,0.829,0.825,0.861,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00795,0.0703,-0.29,0.115,-0.715,0.731,-0.996,0.776,-0.707,0.661
 Chaperone protein htpG family protein ,AT2G04030.2,0.6443296353715413,0.6478957590878663,0.10786536439906746,0.7411374254652278,0.811,0.796,0.724,0.872,FALSE,FALSE,FALSE,FALSE,FALSE,-0.169,-0.167,-0.658,0.121,0.981,-0.985,0.492,-0.697,1.15,-0.818
 Chaperone protein htpG family protein .1,AT4G24190.2,0.9609651478999639,0.3866566600880158,0.07243947053360782,0.9087324566483346,0.855,0.686,0.677,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0154,-0.275,-0.637,-0.0361,-0.58,0.51,-1.2,0.749,-0.564,0.785
 chaperonin-60alpha ,AT2G28000.1,0.36614550411510516,0.1285198124279929,0.10682910070656985,0.5412791249473414,0.736,0.369,0.723,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,-0.41,0.703,-0.809,0.275,1.27,-0.821,0.868,-1.25,1.68,-1.52
 chaperonin 10 ,AT1G14980.1,0.14542526923688487,0.6926853505673554,0.21409636270540738,0.7431488169280114,0.577,0.808,0.793,0.872,FALSE,FALSE,FALSE,FALSE,FALSE,-0.18,-0.0476,-0.165,0.0394,0.305,-0.388,0.32,-0.301,0.485,-0.34
 chaperonin 20 ,AT5G20720.4,0.5239108763200643,0.07142002630984817,0.24095985331437275,0.45655063057057577,0.786,0.226,0.803,0.821,FALSE,FALSE,FALSE,FALSE,FALSE,-0.335,0.986,-0.675,0.392,1.46,-0.842,1.12,-1.44,1.8,-1.83
 chaperonin 60 beta ,AT1G55490.5,0.30628452187123956,0.9280153963568774,0.033471201758032997,0.029387924227783028,0.709,0.852,0.577,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,-0.354,-0.0308,-0.834,-0.793,1.11,-0.773,0.631,-1.54,1.47,-0.742
 CHCH domain protein ,AT5G64400.1,0.03121785232436785,0.23294141192908666,0.06776694966871039,0.01888711802138833,0.284,0.548,0.669,0.236,FALSE,FALSE,FALSE,FALSE,FALSE,-0.818,-0.433,-0.736,-0.903,-1.37,0.979,-1.29,0.51,-0.557,1.41
 Chlorophyll A-B binding family protein ,AT1G44575.3,0.47535099486011445,0.3280369630272457,0.5679731389715725,0.09664964042093029,0.773,0.644,0.868,0.556,FALSE,FALSE,FALSE,FALSE,FALSE,-0.546,-0.753,-0.471,-1.31,-1.57,1.17,-1.5,0.617,-1.02,1.93
 chloroplast heat shock protein 70-1 ,AT4G24280.1,0.5363561612541408,0.5524529403316536,0.15197120734574604,0.7580835112043179,0.789,0.766,0.76,0.874,FALSE,FALSE,FALSE,FALSE,FALSE,0.35,0.336,-0.896,-0.174,0.944,-0.155,-0.302,-0.665,0.594,-0.491
 chorismate synthase%2C putative / 5-enolpyruvylshikimate-3-phosphate phospholyase ,AT1G48850.1,0.8295731308663757,0.5161774350645312,0.3613794315425075,0.7541305707728884,0.84,0.752,0.836,0.873,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0671,0.203,-0.311,-0.0977,0.693,-0.429,0.45,-0.73,0.76,-0.632
 chromosome-associated kinesin ,AT4G26410.1,0.8157498803851796,0.7767849048337261,0.6949411514509682,0.45955771533011347,0.838,0.826,0.881,0.822,FALSE,FALSE,FALSE,FALSE,FALSE,0.0658,-0.0801,0.12,-0.21,-1.59,1.49,-1.54,1.36,-1.66,1.57
 cinnamate-4-hydroxylase ,AT2G30490.1,0.7415464904048468,0.7061163710368157,0.03289353109841628,0.30392567232044615,0.828,0.811,0.575,0.767,FALSE,FALSE,FALSE,FALSE,FALSE,-0.121,-0.139,-0.901,-0.383,-0.381,0.539,-1.16,0.294,-0.259,0.677
 citrate synthase 2 ,AT3G58750.1,0.6755791914433082,0.8556241407628662,0.46243602784616755,0.8217424031880627,0.817,0.841,0.854,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,-0.308,0.134,0.587,0.166,-2.51,2.01,-1.61,2.04,-2.2,1.87
 citrate synthase 3 ,AT2G42790.1,0.08664924365738119,0.3232159091717771,0.5845742758713169,0.011113465609815298,0.473,0.64,0.87,0.16,FALSE,FALSE,FALSE,FALSE,FALSE,-0.445,0.25,-0.148,0.692,-1.81,1.37,-1.51,1.81,-1.36,1.12
 Class II aaRS and biotin synthetases superfamily protein ,AT5G52520.1,0.1732897881544747,0.2884725379480182,0.9492678910451279,0.5249586386759721,0.61,0.609,0.899,0.837,FALSE,FALSE,FALSE,FALSE,FALSE,0.45,-0.347,-0.0222,-0.206,0.413,-0.273,-0.0591,-0.132,-0.037,0.0739
 CLPC homologue 1 ,AT5G50920.1,0.8259269516870704,0.23550385018756848,0.1709144101813475,0.5098676662771128,0.839,0.551,0.772,0.834,FALSE,FALSE,FALSE,FALSE,FALSE,-0.123,-0.676,-0.848,-0.371,0.934,-1.04,0.209,-0.738,1.06,-0.367
 Co-chaperone GrpE family protein ,AT4G26780.1,0.6369337121017485,0.9848759931211277,0.12930228026106275,0.4905021048315552,0.81,0.86,0.743,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,0.0556,0.00223,0.199,0.0816,0.234,-0.258,0.377,-0.178,0.179,-0.26
 Cobalamin-independent synthase family protein ,AT5G17920.2,0.43996024709583803,0.8462955620859675,0.25374648919039494,0.6479970172237706,0.762,0.839,0.808,0.859,FALSE,FALSE,FALSE,FALSE,FALSE,-0.486,-0.121,-0.783,-0.286,-1.27,1.09,-1.56,0.924,-0.781,1.21
 cobalt ion binding protein ,AT1G71310.2,0.3439766597630911,0.9740670964348723,0.3314507692395152,0.03246187632609717,0.727,0.859,0.829,0.327,FALSE,FALSE,FALSE,FALSE,FALSE,0.255,-0.00865,-0.283,-0.605,0.666,-0.195,0.129,-0.792,0.411,-0.187
 coenzyme Q 3 ,AT2G30920.2,0.14134623187702058,0.8442774256446812,0.002697179466312855,0.37140644400984124,0.571,0.839,0.293,0.795,FALSE,FALSE,FALSE,FALSE,FALSE,-0.553,0.0717,-1.34,0.33,-0.401,0.318,-1.19,0.576,0.152,0.246
 coiled-coil 90B-like protein (DUF1640) ,AT2G16460.1,0.3215847408847791,0.4975146484245586,0.7199569222715243,0.4913956296488571,0.716,0.744,0.883,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,-0.43,0.292,-0.166,-0.296,-0.853,0.866,-0.589,0.277,-0.423,0.574
 complex 1 family protein / LVR family protein ,AT3G62810.2,0.9927094753626216,0.36975691114144216,0.962537557300613,0.441844875648985,0.858,0.675,0.9,0.817,FALSE,FALSE,FALSE,FALSE,FALSE,0.00391,-0.387,0.0217,0.331,0.883,-1.18,0.901,-0.462,0.879,-0.794
 COMPLEX 1 LYR-like protein ,AT3G17300.3,0.008887010495121746,0.2739240835157287,0.020108443269894024,0.8467959837659544,0.142,0.594,0.516,0.884,FALSE,FALSE,FALSE,FALSE,FALSE,1.19,0.46,1.12,0.0799,0.878,-0.11,0.807,-0.49,-0.311,-0.57
 complex 1 protein%2C LYR family protein ,AT3G19508.1,0.07790853176660657,0.7205399877053326,0.031686558175118215,0.21872058869879968,0.452,0.814,0.571,0.715,FALSE,FALSE,FALSE,FALSE,FALSE,-0.524,-0.102,-0.704,-0.358,-0.242,0.144,-0.422,-0.112,0.282,0.246
 Copper amine oxidase family protein ,AT2G42490.1,0.18848121176506472,0.8042057524320708,0.11569216977057918,0.9131580246168091,0.625,0.832,0.731,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,0.386,0.0711,-0.504,-0.0313,-2.48,2.68,-3.37,2.58,-2.86,2.61
 copper ion binding protein ,AT2G27730.4,0.46151386779007175,0.8874685369016182,0.9806946610728057,0.8902078054804798,0.769,0.846,0.901,0.888,FALSE,FALSE,FALSE,FALSE,FALSE,0.748,-0.143,-0.0264,-0.139,-2.26,2.46,-3.03,2.47,-3,2.6
 copper ion binding protein .1,AT4G05400.3,0.03257163101964815,0.1179261221766132,0.022557215175413845,0.10397656870180165,0.291,0.344,0.53,0.571,FALSE,FALSE,FALSE,FALSE,FALSE,0.329,0.234,0.383,0.244,-0.246,0.396,-0.192,0.406,-0.575,0.162
 copper ion binding protein .2,AT4G12340.1,0.607763406799025,0.23342674152907694,0.651104779025103,0.006703083962178786,0.804,0.548,0.877,0.106,FALSE,FALSE,FALSE,FALSE,FALSE,0.356,0.84,0.339,2.07,-0.282,0.25,-0.3,1.48,-0.638,-0.589
 copper/zinc superoxide dismutase 1 ,AT1G08830.2,0.537218960532664,0.609014386771806,0.26336026507009513,0.4793624290274052,0.789,0.785,0.811,0.826,FALSE,FALSE,FALSE,FALSE,FALSE,-0.252,0.209,-0.5,0.29,-0.222,0.224,-0.47,0.305,0.03,0.0154
 copper/zinc superoxide dismutase 2 ,AT2G28190.1,0.8803345717877851,0.24693364724046873,0.33323527555641475,0.8570616842993595,0.846,0.565,0.83,0.885,FALSE,FALSE,FALSE,FALSE,FALSE,0.0538,0.421,-0.378,0.0644,0.977,-0.511,0.546,-0.867,0.924,-0.932
 Cox19-like CHCH family protein ,AT4G23760.1,0.7098186684049234,0.7994259130019575,0.7022762882006592,0.4704929519395623,0.823,0.831,0.882,0.824,FALSE,FALSE,FALSE,FALSE,FALSE,0.114,0.0781,0.127,0.223,-0.443,0.419,-0.43,0.564,-0.557,0.341
 Cox19-like CHCH family protein .1,AT5G18800.2,0.8589472316756607,0.8853663056582517,0.5984015463979726,0.7862570618972755,0.844,0.846,0.871,0.877,FALSE,FALSE,FALSE,FALSE,FALSE,0.0531,-0.043,-0.17,-0.081,-1.66,1.59,-1.88,1.56,-1.71,1.64
 Cox19 family protein (CHCH motif) .1,AT1G09794.1,0.7574372336451793,0.34617964462332595,0.13580533970602676,0.6362486781366625,0.83,0.658,0.748,0.857,FALSE,FALSE,FALSE,FALSE,FALSE,0.119,-0.368,-0.64,-0.183,-0.0359,0.0784,-0.795,0.263,-0.155,0.446
 CURVATURE THYLAKOID 1A-like protein ,AT4G01150.1,0.6110180547171898,0.809473916428789,0.29236968934565416,0.33666738497369486,0.805,0.833,0.819,0.781,FALSE,FALSE,FALSE,FALSE,FALSE,-0.22,-0.104,-0.497,-0.419,-0.977,0.962,-1.25,0.647,-0.758,1.07
 Cystathionine beta-synthase (CBS) family protein ,AT5G10860.1,0.8728831453367573,0.054796614157862814,0.17486394583887782,0.050923774258984957,0.845,0.179,0.774,0.414,FALSE,FALSE,FALSE,FALSE,FALSE,0.031,0.391,0.291,0.398,-1.05,1.03,-0.787,1.04,-1.08,0.642
 cytochrome B5 isoform E ,AT5G53560.1,0.6710505322904845,0.8959327157129928,0.023788747688777034,0.08360908263379364,0.816,0.847,0.537,0.524,FALSE,FALSE,FALSE,FALSE,FALSE,0.136,-0.0418,-0.836,-0.576,-0.0805,0.526,-1.05,-0.00759,-0.216,0.568
 Cytochrome bd ubiquinol oxidase%2C 14kDa subunit ,AT4G32470.1,0.83579131466726,0.6517504028598564,0.9286430118044443,0.9144177868465707,0.841,0.797,0.898,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,-0.189,0.411,-0.088,0.0977,-2.94,2.84,-2.83,2.53,-2.75,2.43
 CYTOCHROME C-1 ,AT1G22840.1,0.39271768488827363,0.5637142673486621,0.16857328830166426,0.3629380048974402,0.746,0.77,0.77,0.792,FALSE,FALSE,FALSE,FALSE,FALSE,-0.611,-0.41,-1.08,0.651,-1.93,1.19,-2.4,2.25,-1.32,1.6
 cytochrome c oxidase-like protein ,AT4G37830.1,0.6968257255185257,0.14630591987003683,0.5826203353233346,0.9628695532943867,0.821,0.408,0.87,0.894,FALSE,FALSE,FALSE,FALSE,FALSE,0.235,-0.9,-0.359,0.028,-1.58,1.07,-2.18,2,-1.82,1.97
 cytochrome C oxidase 6B ,AT1G22450.1,0.003386888289324564,0.30949054417263167,8.103190150490691e-4,0.7478367820032897,0.0779,0.628,0.178,0.873,FALSE,FALSE,FALSE,FALSE,FALSE,-1.04,-0.324,-1.33,0.101,-2.11,1.41,-2.4,1.83,-1.07,1.73
 cytochrome c oxidase assembly protein CtaG / Cox11 family ,AT1G02410.3,0.5531699627017299,0.8672359989657639,0.633131897317067,0.6544527692505391,0.793,0.843,0.875,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,0.192,0.0538,0.166,-0.144,-1.03,1.1,-1.06,0.902,-1.22,1.05
 Cytochrome C oxidase copper chaperone (COX17) ,AT1G53030.1,0.1547456339077716,0.4511135813364444,0.06455272142054838,0.6389538629580415,0.588,0.723,0.662,0.858,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,-0.324,0.893,-0.201,-0.405,0.363,-0.137,0.487,-1.03,0.688
 cytochrome C oxidase subunit ,AT3G62400.1,0.7714360126971515,0.8117990874564007,0.9709529156158254,0.19640857586469013,0.832,0.833,0.901,0.696,FALSE,FALSE,FALSE,FALSE,FALSE,-0.181,-0.148,-0.0245,0.822,-1.65,1.04,-1.49,2.01,-1.47,1.19
 Cytochrome c oxidase%2C subunit Vib family protein ,AT5G58005.2,0.1702246169915617,0.8967112222613922,0.9862735931037601,0.2794830589597449,0.606,0.848,0.902,0.754,FALSE,FALSE,FALSE,FALSE,FALSE,0.512,0.0473,-0.00676,0.4,-0.161,0.346,-0.679,0.698,-0.672,0.298
 Cytochrome C1 family .1,AT5G40810.2,0.07576815985688058,0.9715040081613706,0.0603001293225492,0.8082700581026471,0.446,0.858,0.654,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,-0.862,-0.0166,-0.99,-0.113,-2.79,2.33,-2.92,2.23,-1.93,2.35
 D-3-phosphoglycerate dehydrogenase .1,AT4G34200.1,0.5187346118172744,0.28034116766303196,0.23101195206497294,0.48514742727046223,0.785,0.601,0.799,0.828,FALSE,FALSE,FALSE,FALSE,FALSE,0.218,0.369,-0.444,-0.236,1.6,-0.904,0.938,-1.51,1.38,-1.27
 D-cysteine desulfhydrase ,AT1G48420.3,0.39762277024942205,0.908385846813546,0.09474423184934432,0.6990918166304385,0.748,0.849,0.709,0.866,FALSE,FALSE,FALSE,FALSE,FALSE,-0.293,-0.0394,-0.642,-0.133,0.36,-0.323,0.0109,-0.416,0.653,-0.283
 Dehydrin family protein ,AT1G76180.2,0.7688626902429401,0.9188881303791812,0.4209625561789878,0.7513103852612883,0.832,0.851,0.847,0.873,FALSE,FALSE,FALSE,FALSE,FALSE,-0.091,-0.0315,-0.271,0.0981,-0.079,0.0335,-0.259,0.163,0.0119,0.0649
 delta subunit of Mt ATP synthase ,AT5G13450.1,0.028542784613966667,0.9711195890544481,0.014376960820782865,0.9696260599952656,0.272,0.858,0.472,0.895,FALSE,FALSE,FALSE,FALSE,FALSE,-1.48,0.023,-1.82,0.0242,-3.97,3.23,-4.3,3.23,-2.48,3.21
 Dihydrolipoamide acetyltransferase%2C long form protein ,AT1G54220.2,0.6891774055723894,0.06290925148879117,0.24060840168038516,0.014224421875508559,0.819,0.203,0.803,0.193,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0522,-0.254,-0.168,-0.347,-0.0435,-0.00227,-0.16,-0.0952,0.00877,0.252
 Dihydrolipoamide acetyltransferase%2C long form protein .2,AT3G52200.1,0.23599616579920646,0.03579901907178167,0.1646099903714558,0.003407652426549679,0.665,0.115,0.768,0.0658,FALSE,FALSE,FALSE,FALSE,FALSE,-0.139,-0.257,-0.178,-0.38,-0.121,0.0298,-0.16,-0.0934,0.0179,0.287
 Dihydrolipoamide succinyltransferase ,AT4G26910.3,0.6099680209988749,0.08368106206228983,0.8967878252060819,0.14441168214835406,0.805,0.256,0.896,0.639,FALSE,FALSE,FALSE,FALSE,FALSE,0.0644,-0.227,-0.0176,-0.189,-0.443,0.36,-0.525,0.398,-0.507,0.587
 Dihydrolipoamide succinyltransferase .1,AT5G55070.2,0.9022629296171769,0.1581592399928299,0.3397357663869892,0.5316289953324482,0.849,0.431,0.831,0.838,FALSE,FALSE,FALSE,FALSE,FALSE,0.018,-0.212,-0.153,-0.0921,-0.441,0.342,-0.612,0.462,-0.459,0.554
 Dihydropterin pyrophosphokinase / Dihydropteroate synthase ,AT4G30000.1,0.6108406808070566,0.058257425019896544,0.5708815111440215,0.8227113642861681,0.805,0.19,0.868,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,-0.121,0.471,-0.146,0.0531,0.372,-0.0789,0.347,-0.497,0.493,-0.55
 DNA GYRASE A ,AT3G10690.1,0.6140942770786126,0.27137229176828376,0.28379310168747207,0.7662393322429423,0.806,0.592,0.817,0.875,FALSE,FALSE,FALSE,FALSE,FALSE,-0.25,-0.553,-0.581,0.147,-0.728,0.25,-1.06,0.949,-0.478,0.802
 DNA gyrase subunit B ,AT3G10270.1,0.4921513740266503,0.5480087407894487,0.5774436797455582,0.47527747130611697,0.778,0.764,0.869,0.825,FALSE,FALSE,FALSE,FALSE,FALSE,0.302,-0.264,-0.264,-0.314,0.203,-0.0151,-0.363,-0.0654,-0.099,0.249
 DNA topoisomerase-like protein ,AT3G15950.1,0.6547820022616853,0.15519953261602032,0.11143364949560815,0.22211289495817832,0.813,0.425,0.727,0.717,FALSE,FALSE,FALSE,FALSE,FALSE,-0.2,-0.651,-0.793,-0.555,-0.773,0.541,-1.37,0.637,-0.573,1.19
 DNA topoisomerase%2C type IA%2C core ,AT4G31210.2,0.6447835792021585,0.13783837811596614,0.6287788305797621,0.5629736988167946,0.812,0.39,0.875,0.844,FALSE,FALSE,FALSE,FALSE,FALSE,0.206,0.682,0.234,0.259,-0.228,0.639,-0.2,0.216,-0.434,-0.0429
 DNAJ heat shock N-terminal domain-containing protein ,AT2G35720.1,0.9355268043231076,0.5296215677643683,0.35165567544333576,0.8290079155862711,0.852,0.757,0.834,0.882,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0412,0.322,-0.519,-0.11,-0.735,1.03,-1.21,0.599,-0.694,0.709
 early nodulin-like protein ,AT5G25940.1,0.6027369012409762,0.999492288004183,0.17862338732568325,0.7638195621165551,0.803,0.862,0.776,0.875,FALSE,FALSE,FALSE,FALSE,FALSE,-0.126,-1.54e-4,-0.36,0.0727,-2.29,2.09,-2.53,2.17,-2.17,2.09
 electron transfer flavoprotein alpha ,AT1G50940.1,0.6792721250525562,0.9748971771349518,0.8115760880887588,0.08494278577793163,0.818,0.859,0.89,0.528,FALSE,FALSE,FALSE,FALSE,FALSE,-0.203,0.0154,-0.126,-0.88,0.413,-0.162,0.49,-1.06,0.616,-0.177
 electron transfer flavoprotein beta ,AT5G43430.2,0.01909691601035405,0.6576139670180716,0.17523024580367885,0.3944199685091949,0.22,0.799,0.774,0.803,FALSE,FALSE,FALSE,FALSE,FALSE,-1.29,-0.226,0.764,-0.438,-0.845,-0.171,1.2,-0.383,0.441,0.055
 electron transport SCO1/SenC family protein ,AT3G08950.1,0.446696338899195,0.893909427209475,0.9890264060771904,0.9812066579579413,0.765,0.847,0.902,0.896,FALSE,FALSE,FALSE,FALSE,FALSE,-0.28,-0.0488,-0.00543,-0.00861,-1.43,1.12,-1.15,1.16,-1.15,1.17
 Endomembrane protein 70 protein family ,AT1G14670.1,0.8461587899510832,0.4618896856833389,0.31131230226007955,0.1701422347204477,0.842,0.728,0.825,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0829,-0.317,-0.474,-0.601,-0.35,0.38,-0.74,0.0953,-0.267,0.696
 enolase 1 ,AT1G74030.1,0.8465873503470109,0.2416056419626442,0.13389782269383868,0.13899240156859116,0.842,0.558,0.747,0.631,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0722,-0.445,-0.623,-0.569,2.34,-2.14,1.79,-2.26,2.41,-1.69
 enoyl-CoA hydratase 2 ,AT1G76150.1,0.5184221708453307,0.8448385173391881,0.7056441026457491,0.6572299426786414,0.784,0.839,0.882,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,-0.291,0.0876,0.183,-0.199,-0.78,0.625,-0.307,0.338,-0.49,0.537
 enoyl-CoA hydratase/isomerase A ,AT4G16210.1,0.9213603879678172,0.7298894405656299,0.7732704347319997,0.188150350719615,0.851,0.816,0.887,0.688,FALSE,FALSE,FALSE,FALSE,FALSE,0.0401,0.141,-0.127,0.547,-1.73,1.55,-1.9,1.96,-1.77,1.41
 enoyl-CoA hydratase/isomerase D ,AT1G60550.1,0.15059912062355313,0.7089076950257032,0.7603979799002579,0.489131389225278,0.583,0.812,0.886,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,0.608,0.154,0.136,0.286,-0.948,1.2,-1.42,1.33,-1.56,1.04
 Enoyl-CoA hydratase/isomerase family ,AT4G29010.1,0.008115231477471733,0.7515295151402155,0.7016696283903807,0.9915563620074713,0.136,0.821,0.881,0.897,FALSE,FALSE,FALSE,FALSE,FALSE,-1.33,0.144,0.189,-0.00481,-3.23,2.24,-1.71,2.09,-1.9,2.09
 eukaryotic translation initiation factor 4A1 ,AT3G13920.3,0.8510854029855115,0.778412295529594,0.4530235895016912,0.9518458000032859,0.843,0.827,0.853,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,0.0972,-0.146,-0.423,0.0312,-0.464,0.48,-0.984,0.657,-0.561,0.626
 excitatory amino acid transporter ,AT4G20150.1,0.34701261070058964,0.30604792129603814,0.7666415239831861,0.2335503806661477,0.728,0.625,0.887,0.726,FALSE,FALSE,FALSE,FALSE,FALSE,-0.291,-0.318,0.0983,-0.372,-2.15,1.69,-1.76,1.64,-1.86,2.01
 Expressed protein ,AT4G25315.2,0.6669737728561085,0.8347453564546797,0.8492426794536909,0.4707043915189958,0.816,0.837,0.893,0.824,FALSE,FALSE,FALSE,FALSE,FALSE,-0.116,-0.0563,0.0554,0.196,-0.672,0.431,-0.5,0.684,-0.556,0.488
