"","AGI","description","location_consensus","left","right","direction","encoded","clp1_RNA_log2fc","clp1_RNA_padj","clp1_Protein_membrane_log2fc","clp1_Protein_membrane_padj","clp1_Protein_soluble_log2fc","clp1_Protein_soluble_padj","clp2_RNA_log2fc","clp2_RNA_padj","clp2_Protein_membrane_log2fc","clp2_Protein_membrane_padj","clp2_Protein_soluble_log2fc","clp2_Protein_soluble_padj"
"392","AT3G45300.1","isovaleryl-CoA-dehydrogenase;Encodes isovaleryl-coenzyme a dehydrogenase.  Mutants have increases in 12 seed free amino acids, accumulation of seed homomethionine and 3-isovaleroyloxypropyl-glucosinolate, with a concomitant decrease in seed 3-benzoyloxypropyl-glucosinolate.","mitochondrion",16620203,16625048,"reverse","Nucleus",-0.0363062382952775,0.875574219016282,0.0855,0.782,-0.484,0.597,0.00825948785458309,0.97092891147213,-0.0638,0.874,-1.76,0.0426
"393","AT3G45770.1","Polyketide synthase, enoylreductase family protein;","cytosol,mitochondrion",16805562,16807795,"reverse","Nucleus",0.0018030008515198,0.999108352988235,-0.342,0.69,-0.183,0.785,0.117134244364097,0.200665300688188,-0.181,0.861,-0.727,0.582
"394","AT3G46560.1","Tim10/DDP family zinc finger protein;Encodes a small zinc finger-like protein that is a component of the mitochondrial protein import apparatus.","mitochondrion",17138587,17139512,"forward","Nucleus",0.0132521662260592,0.98388428624281,-2.01,0.112,-0.0794,0.827,0.0906397943560815,0.620795729623502,-0.868,0.795,-1.38,0.469
"395","AT3G47470.1","light-harvesting chlorophyll-protein complex I subunit A4;Encodes a chlorophyll a/b-binding protein that is more similar to the PSI Cab proteins than the PSII cab proteins. The predicted protein is about 20 amino acids shorter than most known Cab proteins.","plastid",17493372,17495033,"reverse","Nucleus",0.00199115395819724,0.998939767660952,0.181,0.742,-0.885,0.136,0.194725161569965,0.350646789755456,-0.924,0.611,-0.364,0.739
"396","AT3G47520.1","malate dehydrogenase;Encodes a protein with NAD-dependent malate dehydrogenase activity, located in chloroplasts.","plastid",17513274,17515041,"forward","Nucleus",0.000558680313887038,0.999711578275955,0.0456,0.791,-0.0758,0.815,0.0177231753426445,0.918613261642194,-0.571,0.755,-0.939,0.294
"397","AT3G47630.1","translocator assembly/maintenance protein;(source:Araport11)","mitochondrion,peroxisome",17563046,17565429,"reverse","Nucleus",0.00386101329468518,0.952659261783747,0.368,0.653,0.0644,0.821,0.000902642928340762,0.996760196099256,-0.717,0.724,-0.167,0.818
"398","AT3G47833.1","predicted to encode subunit 7 of mitochondrial complex II and to participate in the respiratory chain","mitochondrion",17648623,17650140,"forward","Nucleus",0.149156097788693,0.514907442411309,0.0245,0.802,-2.92,0.037,0.287319420398128,0.0189706307796779,-0.863,0.826,-2.81,0.208
"399","AT3G47930.1","L-galactono-1,4-lactone dehydrogenase;L-Galactono-1,4-lactone dehydrogenase, catalyzes the final step of ascorbate biosynthesis","mitochondrion",17684444,17687620,"forward","Nucleus",0.0331960226340767,0.949931964861426,-0.0118,0.8,-0.0781,0.802,0.312755698584504,0.00240883147891646,-0.0342,0.875,-0.139,0.805
"400","AT3G48000.1","aldehyde dehydrogenase 2B4;Encodes a putative (NAD+) aldehyde dehydrogenase.","mitochondrion",17716867,17720020,"reverse","Nucleus",0.0193836480185819,0.986673363689397,-0.102,0.643,-0.353,0.0197,0.171804991717197,0.156221773724026,-0.0546,0.854,-0.375,0.1
"401","AT3G48140.1","B12D protein;","peroxisome",17778356,17779549,"forward","Nucleus",-0.00339319501457043,0.998939767660952,-0.582,0.193,-0.348,0.464,0.0683540095740849,0.674032419478253,-0.382,0.752,-0.449,0.497
"402","AT3G48170.1","aldehyde dehydrogenase 10A9;Arabidopsis thaliana putative betaine aldehyde dehydrogenase","peroxisome",17786140,17790008,"reverse","Nucleus",0.025654725727157,0.968341036984996,-0.409,0.245,0.00701,0.835,0.0172386915514892,0.923993515865567,-0.239,0.788,-0.183,0.733
"403","AT3G49080.1","Ribosomal protein S5 domain 2-like superfamily protein;","mitochondrion",18194154,18196727,"reverse","Nucleus",0.0132435553564643,0.990451539929643,1.29,0.0263,0.361,0.628,0.244209232264031,0.0404792128224767,0.878,0.599,0.592,0.555
"404","AT3G49240.1","Pentatricopeptide repeat (PPR) superfamily protein;","mitochondrion",18255979,18258100,"forward","Nucleus",0.0137345230276328,0.974791326576937,0.696,0.0223,-0.0574,0.8,0.0510201000481095,0.832435673082456,0.75,0.3,0.45,0.331
"405","AT3G49720.1","Encodes CGR2 (cotton Golgi-related 2). CGR2 and a close homologue CGR3 have overlapping roles in plant growth and pectin methylesterification in the Golgi apparatus.","golgi",18440003,18442198,"reverse","Nucleus",0.0113242986768434,0.998939767660952,-0.226,0.61,-0.0844,0.785,0.0256640111390876,0.911414003710361,-1.09,0.131,-0.186,0.752
"406","AT3G49725.1","GTP-binding protein, HflX;","plastid",18442275,18445457,"reverse","Nucleus",0.0115727517586277,0.987401041338587,0.665,0.121,0.574,0.12,0.211530300296495,0.19259976492714,0.491,0.679,0.272,0.703
"407","AT3G51010.1","protein translocase subunit;(source:Araport11)","mitochondrion",18946698,18948157,"reverse","Nucleus",0.0166659718938612,0.98388428624281,-0.112,0.785,1.99,0.0292,0.165226615140153,0.207326129676282,-0.646,0.816,0.0934,0.844
"408","AT3G51840.1","acyl-CoA oxidase 4;Encodes a short-chain acyl-CoA oxidase, which catalyzes the first step of peroxisomal fatty acid beta-oxidation during early, post-germinative growth in oilseed species. Null mutants virtually lack short-chain acyl-CoA and are resistant to 2,4-dichlorophenoxybutyric acid, which is converted to the herbicide and auxin analogue 2,4-dichlorophenoxyacetic acid by beta-oxidation. Despite the almost complete loss of short-chain activity, lipid catabolism and seedling growth and establishment was unaltered in the acx4 mutant. However, double mutants in acx3acx4 (acx3 encodes medium chain acyl CoA oxidase) were not viable and arrested during embryogenesis.","peroxisome",19225360,19229163,"reverse","Nucleus",-0.00544335166863639,0.998022334505606,-0.52,0.581,0.0977,0.813,-0.0444450002731693,0.758795562893496,0.563,0.79,0.0473,0.847
"409","AT3G52200.1","Dihydrolipoamide acetyltransferase, long form protein;dihydrolipoamide S-acetyltransferase (LTA3) mRNA, nuclear","mitochondrion",19360206,19366387,"forward","Nucleus",0.00976025608254029,0.998022334505606,-0.156,0.479,-0.25,0.12,0.0913732177663649,0.445112150908248,-0.196,0.709,-0.378,0.0852
"410","AT3G52300.1","ATP synthase D chain, mitochondrial;","mitochondrion",19396565,19398377,"forward","Nucleus",-0.0165617122263726,0.987401041338587,0.07,0.773,-0.0923,0.794,-0.00971505130047736,0.967237492395935,0.13,0.855,-0.0782,0.83
"411","AT3G52590.1","RPL40B","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.0789,0.789,-0.703,0.546,0.273531792910969,0.00254843225866925,0.0232,0.879,-1.35,0.337
"412","AT3G52590.2","RPL40B.1","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.254,0.744,-0.457,0.689,0.273531792910969,0.00254843225866925,-0.506,0.824,-1.19,0.395
"413","AT3G52590.3","RPS27AA","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.0271,0.8,-0.703,0.564,0.273531792910969,0.00254843225866925,0.037,0.878,-1.43,0.327
"414","AT3G52590.4","RPS27AB","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,0.0622,0.791,-0.409,0.699,0.273531792910969,0.00254843225866925,-0.0326,0.878,-1.58,0.173
"415","AT3G52590.5","RPS27AC","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,0.0179,0.801,-0.408,0.682,0.273531792910969,0.00254843225866925,-0.0318,0.878,-1.41,0.199
"416","AT3G52590.6","RUB1","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,0.512,0.602,-0.482,0.623,0.273531792910969,0.00254843225866925,-0.35,0.837,-1.09,0.347
"417","AT3G52590.7","RUB2","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.213,0.764,-0.741,0.582,0.273531792910969,0.00254843225866925,-0.404,0.846,-1.6,0.311
"418","AT3G52590.8","UBQ10","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.446,0.663,-0.562,0.604,0.273531792910969,0.00254843225866925,-0.625,0.795,-1.33,0.288
"419","AT3G52590.9","UBQ11","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.719,0.566,-0.784,0.509,0.273531792910969,0.00254843225866925,-0.845,0.77,-1.4,0.342
"420","AT3G52590.10","UBQ12","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.106,0.782,-0.423,0.698,0.273531792910969,0.00254843225866925,-1.04,0.694,-1.55,0.204
"421","AT3G52590.11","UBQ13","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.0216,0.801,-0.68,0.593,0.273531792910969,0.00254843225866925,-0.672,0.806,-1.59,0.277
"422","AT3G52590.12","UBQ14","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,0.139,0.78,-0.79,0.558,0.273531792910969,0.00254843225866925,-0.163,0.869,-1.62,0.312
"423","AT3G52590.13","UBQ3","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.347,0.692,-0.577,0.552,0.273531792910969,0.00254843225866925,-0.97,0.675,-1.01,0.395
"424","AT3G52590.14","UBQ4","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,0.011,0.803,-0.494,0.683,0.273531792910969,0.00254843225866925,0.0595,0.876,-1.68,0.21
"425","AT3G52590.15","UBQ8","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.241,0.758,-0.81,0.543,0.273531792910969,0.00254843225866925,-0.495,0.836,-1.34,0.421
"426","AT3G52590.16","UBQ9","cytosol",19505629,19506932,"forward","Nucleus",0.136373453322451,0.446407599747792,-0.23,0.752,-0.6,0.609,0.273531792910969,0.00254843225866925,0.0359,0.878,-1.55,0.237
"427","AT3G52730.1","ubiquinol-cytochrome C reductase UQCRX/QCR9-like family protein;","mitochondrion",19542931,19544264,"reverse","Nucleus",-0.0138197607056993,0.990872293254776,-1.31,0.0634,-0.00163,0.839,-0.00536642093037387,0.976426564510944,-1.7,0.288,-0.131,0.828
"428","AT3G52930.1","Aldolase superfamily protein;","cytosol",19626748,19629073,"reverse","Nucleus",0.0362811822805033,0.956156101149014,-0.811,0.421,-2.1,0.000861,-0.0091853290422435,0.960023466132225,-0.984,0.686,-0.901,0.503
"429","AT3G52950.1","CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein;","mitochondrion,plastid",19634410,19636787,"forward","Nucleus",-0.00333988413433966,0.998939767660952,-0.197,0.725,-0.663,0.248,-0.129067651939793,0.423021944591799,-0.754,0.651,-0.0843,0.835
"430","AT3G52960.1","Thioredoxin superfamily protein;","plastid",19639668,19640619,"forward","Nucleus",0.00882813633611834,0.987891191007341,-0.247,0.706,0.166,0.776,0.377029860391597,0.0603876020777047,-0.548,0.763,-0.715,0.465
"431","AT3G54110.1","plant uncoupling mitochondrial protein 1;Member of Uncoupling protein PUMP2 family. Encodes a mitochondrial uncoupling protein AtUCP1 involved in maintain the redox poise of the mitochondrial electron transport chain to facilitate photosynthetic metabolism.  Disruption of UCP1 results in a photosynthetic phenotype. Specifically there is a restriction in photorespiration with a decrease in the rate of oxidation of photorespiratory glycine in the mitochondrion. This change leads to an associated reduced photosynthetic carbon assimilation rate.","mitochondrion",20038680,20041210,"forward","Nucleus",0.0121483662260432,0.998022334505606,-0.863,0.311,-0.146,0.797,0.280168023687312,0.000211886795469242,-0.337,0.836,-0.238,0.803
"432","AT3G54826.1","Zim17-type zinc finger protein;","mitochondrion",20310327,20311821,"forward","Nucleus",-0.00247959562930296,0.998939767660952,-0.118,0.747,0.104,0.787,-0.211768836902091,0.163931152218329,-0.277,0.813,0.565,0.403
"433","AT3G55400.1","methionyl-tRNA synthetase / methionine--tRNA ligase / MetRS (cpMetRS);","plastid",20535631,20539067,"reverse","Nucleus",0.0307769541094356,0.909238057616143,0.033,0.787,-0.403,0.239,0.300789408557685,0.0230288775509549,0.0831,0.861,-0.00379,0.854
"434","AT3G55410.1","2-oxoglutarate dehydrogenase, E1 component;","mitochondrion",20541435,20546034,"forward","Nucleus",0.0105454526386722,0.991980483682896,0.0155,0.788,-0.168,0.358,-0.00535918289262992,0.980144945030796,-0.107,0.811,-0.17,0.553
"435","AT3G55440.1","triosephosphate isomerase;Encodes triosephosphate isomerase.","cytosol",20553690,20556560,"forward","Nucleus",0.0305851238717384,0.968341036984996,-0.256,0.628,-0.129,0.766,0.0630270991294758,0.56109761888115,-0.518,0.68,-0.262,0.724
"436","AT3G56070.1","rotamase cyclophilin 2;rotamase cyclophilin 2 (ROC2) exhibiting peptidyl-prolyl cis-trans isomerase activity involved in signal transduction.","mitochondrion",20806763,20808051,"reverse","Nucleus",0.199462635178546,0.414019028535782,-0.231,0.37,-0.0423,0.797,0.802184561126676,8.13351048796384e-10,-0.243,0.706,-0.0391,0.83
"437","AT3G56340.1","RPS26A","cytosol",20892129,20893443,"reverse","Nucleus",0.0240611822062517,0.960725523951276,-0.973,0.195,0.0762,0.817,0.141032758971176,0.189920245112904,-0.342,0.83,-0.638,0.588
"438","AT3G56340.2","RPS26B","cytosol",20892129,20893443,"reverse","Nucleus",0.0240611822062517,0.960725523951276,-0.56,0.386,0.0762,0.811,0.141032758971176,0.189920245112904,-0.0708,0.871,-0.506,0.586
"439","AT3G56340.3","RPS26C","cytosol",20892129,20893443,"reverse","Nucleus",0.0240611822062517,0.960725523951276,0.246,0.706,0.0762,0.815,0.141032758971176,0.189920245112904,-0.281,0.836,-0.551,0.608
"440","AT3G56430.1"," import inner membrane translocase subunit ","mitochondrion",20923600,20925809,"reverse","Nucleus",0.0131681115431164,0.970224950517315,-0.623,0.557,-0.653,0.517,0.209798020663344,0.264732425716535,-1.19,0.613,-1.5,0.186
"441","AT3G56430.2"," import inner membrane translocase subunit .1","mitochondrion",20923600,20925809,"reverse","Nucleus",0.0131681115431164,0.970224950517315,-0.557,0.619,-0.47,0.675,0.209798020663344,0.264732425716535,-0.238,0.858,-1.66,0.169
"442","AT3G56460.1","GroES-like zinc-binding alcohol dehydrogenase family protein;","peroxisome",20932791,20934540,"reverse","Nucleus",0.0405194579441433,0.947566098862665,-0.237,0.401,0.151,0.606,0.157580751222233,0.0779304276838318,-0.17,0.795,0.0718,0.806
"443","AT3G57280.1","Transmembrane proteins 14C;","plastid",21193780,21195716,"forward","Nucleus",-0.0140750366181251,0.998939767660952,0.614,0.37,0.0111,0.836,-0.0329274152231478,0.813200354990442,0.325,0.821,-0.469,0.645
"444","AT3G58140.1","phenylalanyl-tRNA synthetase class IIc family protein;","plastid",21529731,21532572,"reverse","Nucleus",0.0165669139945287,0.98388428624281,-0.0162,0.792,0.245,0.311,0.238554980005856,0.0567156362615848,-0.0214,0.874,0.0901,0.787
"445","AT3G58610.1","ketol-acid reductoisomerase;","plastid",21671433,21675090,"forward","Nucleus",0.0171986078833764,0.987401041338587,-0.237,0.648,-0.106,0.783,0.137359090866294,0.189634174068858,-0.792,0.484,-0.0166,0.851
"446","AT3G58750.1","citrate synthase 2;Encodes a peroxisomal citrate synthase that is expressed throughout seedling and shoot development.","peroxisome",21724314,21727690,"reverse","Nucleus",0.0245961380544975,0.967943860638959,-0.672,0.59,0.14,0.81,0.119646140921995,0.382207666875203,0.608,0.813,0.168,0.831
"447","AT3G59280.1","Protein Transporter, Pam16;mutant exhibited resistance to growth on media containing thaxtomin due to a difference in the rate of uptake of the toxin.We proposed that TXR1 is a component of, or regulator of, a dispensable transport mechanism.","mitochondrion",21908913,21910722,"reverse","Nucleus",0.00724715124263443,0.998022334505606,0.262,0.689,-0.0863,0.809,-0.120117016231684,0.391651171236801,-0.58,0.74,-0.0465,0.845
"448","AT3G59540.1","RPL38B","cytosol",21995677,21996836,"reverse","Nucleus",0.0136986540004941,0.990451539929643,-0.396,0.678,-1.08,0.166,0.198784098829625,0.0316461448363516,0.271,0.852,0.126,0.834
"449","AT3G59540.2","RPL38B.1","cytosol",21995677,21996836,"reverse","Nucleus",0.0136986540004941,0.990451539929643,-0.288,0.723,-0.52,0.619,0.198784098829625,0.0316461448363516,0.209,0.86,0.385,0.769
"450","AT3G59760.1","O-acetylserine (thiol) lyase isoform C;Arabidopsis thaliana O-acetylserine (thiol) lyase (OAS-TL) isoform oasC","mitochondrion,plastid",22071948,22075416,"reverse","Nucleus",0.00971735464354165,0.989686861006954,-1.33,0.222,-1.46,0.0964,0.00357022522577176,0.988817653082604,-1.09,0.709,-1.52,0.282
"451","AT3G59820.1","LETM1-like protein;","mitochondrion",22098028,22102164,"reverse","Nucleus",0.0492664242833884,0.721510967068886,-0.584,0.563,0.206,0.779,0.576536114703057,2.10877778853812e-05,-0.377,0.834,0.425,0.749
"452","AT3G60750.1","Transketolase;","plastid",22453696,22456890,"forward","Nucleus",0.0211962038467738,0.970224950517315,-0.447,0.662,1.1,0.174,0.54659827475701,1.21585139886563e-06,-0.846,0.742,0.088,0.842
"453","AT3G61070.1","peroxin 11E;member of the peroxin11 (PEX11) gene family, integral to peroxisome membrane, controls peroxisome proliferation.","peroxisome",22604602,22606766,"reverse","Nucleus",0.00332188100141418,0.998939767660952,-0.291,0.588,0.161,0.738,1.32841232339422,1.08357747846325e-17,-1.07,0.274,0.253,0.729
"454","AT3G61440.1","cysteine synthase C1;Encodes a cysteine synthase isomer CysC1. The isomer is however less effective in cysteine biosynthesis. It is involved in beta-cyanoalanine biosynthesis, an intermediate of cyanide detoxification pathway.","mitochondrion",22735747,22737980,"forward","Nucleus",-0.00432163714734446,0.998333771013429,-0.285,0.151,-0.293,0.0732,-0.0103495718951211,0.953611475584415,-0.429,0.319,-0.583,0.00294
"455","AT3G62400.1"," cytochrome C oxidase subunit ","plasma,membrane,mitochondrion",23089641,23090737,"forward","Nucleus",0.151113446028801,0.4075083807296,0.236,0.757,0.153,0.809,0.148788986623149,0.162850672175526,0.0241,0.879,1.06,0.544
"456","AT3G62400.2","Probable cytochrome c oxidase subunit 5C-1","plasma,membrane,mitochondrion",23089641,23090737,"forward","Nucleus",0.151113446028801,0.4075083807296,-0.264,0.757,-0.25,0.792,0.148788986623149,0.162850672175526,-0.322,0.857,1,0.626
"457","AT3G62530.1","ARM repeat superfamily protein;","mitochondrion",23132138,23133298,"forward","Nucleus",0.0269916713718019,0.898994772311042,0.376,0.0608,0.505,0.000788,0.251669298482165,0.10413926482306,0.31,0.574,0.558,0.00986
"458","AT3G62790.1","15 kDa.1","mitochondrion",23223061,23224308,"reverse","Nucleus",-0.00482446563174221,0.998939767660952,0.175,0.756,-1.08,0.123,0.00860015117104325,0.968561465736434,-0.83,0.716,-0.396,0.754
"459","AT3G62790.2","15 kDa","mitochondrion",23223061,23224308,"reverse","Nucleus",-0.00482446563174221,0.998939767660952,-0.199,0.736,-0.988,0.0936,0.00860015117104325,0.968561465736434,-0.381,0.819,-0.396,0.727
"460","AT3G62810.1","complex 1 family protein / LVR family protein;","mitochondrion",23227682,23228398,"forward","Nucleus",0.0196553099177949,0.966765667820266,-0.0131,0.802,-0.659,0.46,0.258531290597572,0.0725526663387529,0.00377,0.881,0.14,0.829
"461","AT3G62870.1","RPL7AA","cytosol",23242665,23244353,"reverse","Nucleus",0.0167135602837597,0.984115068714682,0.126,0.728,-0.0906,0.786,0.0794339809337211,0.56750038097091,-0.28,0.794,-0.194,0.757
"462","AT3G62870.2","RPL7AB","cytosol",23242665,23244353,"reverse","Nucleus",0.0167135602837597,0.984115068714682,0.151,0.73,-0.0906,0.797,0.0794339809337211,0.56750038097091,-0.0795,0.867,-0.194,0.781
"463","AT4G00100.1","RPS13A","cytosol",37084,38312,"forward","Nucleus",0.00225247110543101,0.999272479180711,0.396,0.6,-0.0652,0.818,0.191865331610842,0.144210759966614,0.433,0.796,-0.666,0.493
"464","AT4G00100.2","RPS13B","cytosol",37084,38312,"forward","Nucleus",0.00225247110543101,0.999272479180711,-0.15,0.723,-0.0652,0.808,0.191865331610842,0.144210759966614,-0.409,0.752,-0.746,0.211
"465","AT4G00570.1","NAD-dependent malic enzyme 2;Encodes an NAD-dependent malic enzyme (NAD-ME) that does not act on oxaloacetate, indicating that it belongs to EC 1.1.1.39. It is a member of the beta family of NAD-MEs in plants. It appears to function as a homodimer or as a heterodimer with the alpha-type NAD-ME2 (At2g13560). NAD-ME2 transcript and protein levels are higher during the night than during the day.","mitochondrion",242515,246771,"reverse","Nucleus",0.107855935213173,0.612673420774375,-0.0995,0.636,-0.313,0.0324,0.13421031141101,0.254141714816385,-0.148,0.768,-0.299,0.202
"466","AT4G00585.1","transmembrane protein;(source:Araport11)","mitochondrion",250955,252598,"reverse","Nucleus",0.012620481281701,0.956526546850058,-0.975,0.0334,-0.139,0.766,0.0820294125326228,0.614513271665512,-0.82,0.512,-0.141,0.806
"467","AT4G00860.1","Protein of unknown function (DUF1138);putative pathogenesis-related protein whose transcript level is induced in response to ozone and pathogenic Pseudomonas strains.","mitochondrion",359315,360493,"reverse","Nucleus",0.0227715304444964,0.98388428624281,0.0211,0.796,-0.136,0.765,-0.0567111785324479,0.654047354977731,-0.127,0.856,-0.248,0.742
"468","AT4G01100.1","adenine nucleotide transporter 1;","mitochondrion,cytosol",477141,479634,"forward","Nucleus",0.0379324267608773,0.947754294437939,0.0317,0.79,-0.113,0.77,0.252178650284065,0.00205039687365179,-0.54,0.625,-0.192,0.762
"469","AT4G01150.1","CURVATURE THYLAKOID 1A-like protein;(source:Araport11)","plastid",493548,494850,"forward","Nucleus",0.011714176745074,0.980428071869466,0.192,0.723,-0.0971,0.802,0.659637172627763,0.000376953717866911,-0.211,0.846,-0.416,0.673
"470","AT4G01660.1","ABC transporter 1;Encodes an ABC1-like protein, member of the ATH subfamily; putative ABC transporter; isolated by functional complementation of a yeast abc1 mutant","mitochondrion",708544,711256,"forward","Nucleus",0.00997465871694578,0.998022334505606,0.155,0.712,-0.437,0.3,-0.193605913293356,0.145783807222935,0.433,0.721,-0.0381,0.843
"471","AT4G02380.1","senescence-associated gene 21;Encodes AtLEA5 (late embryogenesis abundant like protein).  Also known as SENESCENCE-ASSOCIATED GENE 21 (SAG21).  Has a role on oxidative stress tolerance. mRNA levels are elevated in response to various stresses.","mitochondrion",1046343,1046993,"reverse","Nucleus",0.0156573074303054,0.955357599093696,-0.545,0.479,-0.253,0.725,0.47469739122908,0.0169486315522243,-1.03,0.546,-0.00196,0.855
"472","AT4G02520.1","GSTF2","cytosol",1110452,1111660,"reverse","Nucleus",-0.0267830000962809,0.775218129121247,-0.0985,0.769,-0.18,0.757,-0.747735307084559,9.28330903446871e-05,-0.0283,0.877,0.123,0.822
"473","AT4G02520.2","GSTF3","cytosol",1110452,1111660,"reverse","Nucleus",-0.0267830000962809,0.775218129121247,-0.728,0.208,-0.294,0.655,-0.747735307084559,9.28330903446871e-05,-0.147,0.857,-0.168,0.803
"474","AT4G02580.1","NADH-ubiquinone oxidoreductase 24 kDa subunit, putative;","mitochondrion",1134467,1137156,"forward","Nucleus",-0.0173470946283823,0.990451539929643,1.91,4.74e-14,0.694,0.00417,0.096601517482217,0.191064181340512,1.92,7.91e-06,0.717,0.0495
"475","AT4G02770.1","PSAD1","plastid",1229111,1229945,"reverse","Nucleus",0.00787893037837523,0.984115068714682,0.163,0.758,1.19,0.0694,0.231752195475272,0.280261965085023,0.362,0.832,0.735,0.559
"476","AT4G02770.2","PSAD2","plastid",1229111,1229945,"reverse","Nucleus",0.00787893037837523,0.984115068714682,0.343,0.674,1.21,0.0474,0.231752195475272,0.280261965085023,-0.171,0.86,0.754,0.513
"477","AT4G02930.1","GTP binding Elongation factor Tu family protein;","mitochondrion",1295409,1298404,"reverse","Nucleus",0.0302560166670638,0.956156101149014,-0.196,0.381,-0.0896,0.696,0.266199329340395,0.0114784176438778,-0.0749,0.843,-0.155,0.64
"478","AT4G03280.1","photosynthetic electron transfer C;Encodes the Rieske FeS center of cytochrome b6f complex. Gene is expressed in shoot but not in root. Mutant has reduced electron transport at saturating light intensities and Q-cycle activity is hypersensitive to acidification of the thylakoid lumen.","plastid",1440177,1441863,"forward","Nucleus",0.00903209679165743,0.986673363689397,-0.0543,0.791,0.491,0.584,0.532732270137481,0.0105474984513997,-0.58,0.78,-0.877,0.428
"479","AT4G05020.1","NAD(P)H dehydrogenase B2;","mitochondrion",2572621,2576595,"forward","Nucleus",0.00146625722811737,0.998939767660952,-0.062,0.773,-0.214,0.663,-0.467553348722483,0.0367767539816123,-0.237,0.815,-0.44,0.484
"480","AT4G05160.1","AMP-dependent synthetase and ligase family protein;Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At4g05160 preferentially activates fatty acids with medium chain length (C6:0 and C7:0) as well as even-numbered long-chain fatty acids (C14:0,  C16:0 and C18:0). At4g05160 was also able to catalyze the conversion of OPC-6:0 to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis.","peroxisome",2664385,2666707,"forward","Nucleus",-0.0323593965237821,0.960725523951276,-0.946,0.0703,0.0236,0.831,-0.154901970914536,0.03900044973615,-0.226,0.838,0.107,0.825
"481","AT4G05180.1","photosystem II subunit Q-2;Encodes the PsbQ subunit of the oxygen evolving complex of photosystem II.","plastid",2671822,2673243,"reverse","Nucleus",-0.000211095842586064,0.998022334505606,0.282,0.597,-0.0492,0.816,-0.00345827659780225,0.910667783077215,-0.0595,0.87,-0.569,0.371
"482","AT4G05400.1","copper ion binding;","mitochondrion",2741186,2742949,"forward","Nucleus",0.00744148479994853,0.993640099996675,0.312,0.185,0.241,0.269,-0.0281425021538222,0.915198977325942,0.365,0.537,0.246,0.473
"483","AT4G05530.1","indole-3-butyric acid response 1;Encodes a peroxisomal member of the short-chain dehydrogenase/reductase (SDR) family of enzymes. Loss of IBR1 function causes increased resistance to indole-3-butyric acid without affecting plant responses to IAA, NAA, and 2,4-D. This enzyme may be responsible for catalyzing a dehydrogenation step in the beta-oxidation-like conversion of IBA to IAA.","peroxisome",2816392,2818365,"forward","Nucleus",-0.0050783413728507,0.998022334505606,-1.59,0.00387,0.0241,0.832,-0.0732042998833919,0.692854506253418,-2.28,0.0263,-0.0352,0.848
"484","AT4G08390.1","stromal ascorbate peroxidase;Encodes a chloroplastic stromal ascorbate peroxidase sAPX.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.","mitochondrion,plastid",5314905,5317456,"forward","Nucleus",0.000552044964157197,0.999108352988235,-0.297,0.282,-0.287,0.224,-0.0651230565202315,0.786879609718602,-0.404,0.546,-0.16,0.708
"485","AT4G08870.1","Arginase/deacetylase superfamily protein;Encodes one of the two arginase in the genome. Gene expression is enhanced by methyl jasmonate treatment.","mitochondrion",5647261,5648727,"reverse","Nucleus",0.00232832069976985,0.998939767660952,0.588,0.247,-0.724,0.0691,0.278960613852089,0.126273453723053,1.34,0.154,-0.79,0.201
